CAMIS,DBA,CUISINE.DESCRIPTION,full.address,lon,lat,type
41432865,SUSHI HANA,Japanese,"rivington street 111 , NY, US",-73.987947,40.719773,other
41645235,LUKE KELLYS,Irish,"69 street 4904 , NY, US",-73.8961815,40.7374621,other
41565488,NIRVANA,Indian,"lexington avenue 346 , NY, US",-73.977387,40.7500156,other
41498508,BERLYN,German,"lafayette avenue 25 , NY, US",-73.977952,40.68709,other
41457352,CHERCHE MIDI,Pizza/Italian,"bowery 282 , NY, US",-73.9929992,40.7239624,other
41454953,GOLDEN CHOPSTICKS CHINESE RESTAURANT,Chinese,"franklin avenue 789 , NY, US",-73.9573339,40.6718517,other
41626583,FISHERMAN'S COVE,Caribbean,"eastern parkway 1122 , NY, US",-73.9313617,40.6684176,other
41420397,69 BAR LOUNGE,"Bottled beverages, including water, sodas, juices, etc.","69 street 3821 , NY, US",-73.8960708,40.7465865,bar
50008181,PASTEUR GRILL & NOODLES,Vietnamese/Cambodian/Malaysia,"baxter st 85 , NY, US",-73.9995639,40.7166368,other
50043620,INCHEON SEAFOOD RESTAURANT,Korean,"prince st 3916 , NY, US",-73.8326682,40.7593849,other
50009498,MYRTLE BAGEL,Bagels/Pretzels,"myrtle ave 410 , NY, US",-73.9693859,40.6929373,other
41138498,NEW YORK BURGER CO,Hamburgers,"6 avenue 678 , NY, US",-73.9933193,40.7416448,other
50007858,CURRANT CAFE,Caf̩/Coffee/Tea,"mckibben st 248 , NY, US",-73.9371087,40.705553,cafe
50000022,BARN JOO,Korean,"broadway 893 , NY, US",-73.9900752,40.7388418,bar
41391353,AMSTERDAM ALE HOUSE,American,"amsterdam avenue 340 , NY, US",-73.9799669,40.7814146,other
50017443,CALICO JACKS,American,"2nd ave 800 , NY, US",-73.971655,40.7500617,other
40742158,DEL CORSO PIZZERIA,Pizza/Italian,"3 avenue 7022 , NY, US",-73.9906154,40.7286292,other
41612972,IHOP,Pancakes/Waffles,"flushing avenue 785 , NY, US",-73.9414363,40.7009849,bakery
40402465,THE UNION LEAGUE CLUB,American,"east   37 street 38 , NY, US",-73.9806258,40.7492531,other
40969814,VOSGES HAUT-CHOCOLAT,"Ice Cream, Gelato, Yogurt, Ices","spring street 126132 , NY, US",-74.0019192,40.7245656,bar
50000121,CROWN FRIED CHICKEN,Chicken,"myrtle ave 822 , NY, US",-73.949417,40.695144,other
41321719,PUERTO ESCONDIDO,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","roosevelt avenue 6401 , NY, US",-73.899834,40.7461259,other
41288811,LOS MISMO RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","roosevelt avenue 10411 , NY, US",-73.861317,40.7502198,other
50033910,LUNCH CART,American,"175th st 14811 , NY, US",-73.770375,40.659013,other
41349571,LAS CATRACHAS RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","van riper street 68 , NY, US",-74.1441408,40.6256014,other
50016779,INCREDIBOWL,Chinese,"roosevelt ave 13335 , NY, US",-73.8331317,40.7588187,other
50001298,THE ROOKERY,Caribbean,"troutman st 425 , NY, US",-73.9224619,40.7074041,other
41497881,THE ONENESS FOUNTAIN HEART,Vegetarian,"72 avenue 15719 , NY, US",-73.8113949,40.7280238,other
41222682,NY PIZZA CAFE & SPANISH FOOD RESTAURANT,Pizza,"myrtle avenue 1485 , NY, US",-73.9162826,40.699259,cafe
40871763,CAFE ZAIYA,Japanese,"east   41 street 18 , NY, US",-73.9804859,40.7521857,cafe
41649359,DUNKIN' DONUTS,Caf̩/Coffee/Tea,"pennsylvania plaza 2 , NY, US",-73.9921676,40.7499719,other
50039250,LIN'S GARDEN,Chinese,"white plains rd 3986 , NY, US",-73.8599936,40.8880739,other
50034739,ELINGTON IN THE PARK,American,"hudson beach W105 , NY, US",-73.9661952,40.7997833,other
41695581,JOY LUCK SEAFOOD RESTAURANT,Chinese,"86 street 2050 , NY, US",-73.9971955,40.6036971,other
50018710,BUTTERCUP BAKE SHOP,Bakery,"madison ave 167 , NY, US",-73.9833565,40.7469411,bakery
50036244,MAMMA LORNA'S RESTAURANT,Caribbean,"eastchester rd 3007 , NY, US",-73.8428163,40.8696842,other
50041966,HER NAME IS HAN,Korean,"e 31st st 17 , NY, US",-73.984742,40.74627,other
41241627,MCDONALD'S,American,"university avenue 1749 , NY, US",-73.9160983,40.850163,other
41534408,PAPI NICE BAR,American,"allerton avenue 925 , NY, US",-73.8602861,40.8657387,bar
41453957,CHIPOTLE MEXICAN GRILL,Mexican,"east   14 street 117 , NY, US",-73.9889492,40.7342618,other
50000953,DTUT,American,"2nd ave 1744 , NY, US",-73.9492807,40.7807915,other
50047011,PITKINS FISH & CHICKEN,Chicken,"jamaica ave 9202 , NY, US",-73.8514566,40.6939361,other
40424765,FRANCO BAKERY,Bakery,"east  138 street 527 , NY, US",-73.9182314,40.8074399,bakery
41587168,BROOKLYN  CAFE,American,"broadway 816 , NY, US",-73.9909356,40.7327618,cafe
50001396,PIZZA PLUS,Pizza,"3rd ave 2253 , NY, US",-73.9365594,40.8020607,other
41583458,SPRINKLES CUPCAKES,Bakery,"lexington avenue 780 , NY, US",-73.9676678,40.7632768,bakery
40553657,LENNY'S PIZZA,Pizza,"5 avenue 594 , NY, US",-73.9781502,40.7572671,other
50003545,THE WAYFARER,Seafood,"w 57th st 101 , NY, US",-73.9773463,40.7646625,other
50001634,VIVI BUBBLE TEA,Caf̩/Coffee/Tea,"east broadway 2 , NY, US",-73.9975265,40.7136156,other
40400251,QUENTIN PIZZA,Pizza,"quentin road 3211 , NY, US",-73.9395331,40.6131355,other
41198518,HOME SWEET HOME,American,"chrystie street 131 , NY, US",-73.993516,40.7195084,other
41605284,WOK & ROLL,Chinese,"aa terminal 8 0 , NY, US",-74.0059413,40.7127837,other
41696519,ONE MORE THAI,Thai,"clinton street 6 , NY, US",-73.9838361,40.7210415,other
41111237,THE RAGING SKILLET,American,"east houston street 335 , NY, US",-73.98238,40.7208361,other
41565587,HAAGEN-DAZS,"Ice Cream, Gelato, Yogurt, Ices","amsterdam avenue 263 , NY, US",-73.9812493,40.778724,bar
50043360,YEBISU RAMEN,Japanese,"7th ave 52 , NY, US",-73.999977,40.7381944,other
41131819,REVEL ITM GARDEN,Italian,"little west   12 street 10 , NY, US",-74.0068913,40.7396486,other
50002454,CHURCH PUBLICK,American,"reade st 78 , NY, US",-74.0071795,40.7154939,other
50013998,FAIR FOLKS AND A GOAT,Caf̩/Coffee/Tea,"e 11th st 330 , NY, US",-73.9849706,40.7295886,other
41313471,"DUNKIN' DONUTS, BASKIN ROBBINS",Donuts,"2 avenue 745 , NY, US",-73.9731889,40.748534,bakery
41669453,EAST COAST REMIX,Caribbean,"st johns place 1457 , NY, US",-73.9298117,40.6706785,other
40603925,MCDONALD'S,Hamburgers,"3 avenue 27 , NY, US",-73.9893222,40.7295826,other
50006344,QUEENS COMFORT RESTAURANT,American,"30th ave 4009 , NY, US",-73.9145207,40.7638531,other
41613203,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Caribbean,"east   98 street 86 , NY, US",-73.9518901,40.7879582,other
50037167,SOFRITO,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","riverside dr 679 , NY, US",-73.9560005,40.8264806,other
41713784,ISTANBUL PARK,Vegetarian,"7 avenue 293 , NY, US",-73.9937535,40.7462574,other
50018356,BRICKTOWN BAGELS & CAFE,Bagels/Pretzels,"vernon blvd 5106 , NY, US",-73.9546665,40.7418305,cafe
50033434,WING BISTRO,American,"1st ave 1109 , NY, US",-73.9614485,40.7608128,other
41403916,DELICIA BAKERY,Bakery,"3 avenue 2785 , NY, US",-73.9345072,40.8054603,bakery
50034400,EZ BOCARITOS,Spanish,"webster ave 2457 , NY, US",-73.8932392,40.8601738,other
40999144,INDUS VALLEY,Indian,"broadway 2636 , NY, US",-73.9697065,40.796989,other
41643340,NICKS PLACE,American,"7 avenue 550 , NY, US",-73.9885197,40.754476,other
41067225,ELEGANTE RESTAURANT,Pizza/Italian,"rockaway beach boulevard 9201 , NY, US",-73.8154467,40.5862564,other
50004624,KING WOK,Chinese,"varick st 222 , NY, US",-74.0049891,40.7290235,other
41423851,CAFETERIA (USPS BLDNG),American,"20 avenue 14202 , NY, US",-73.8282221,40.7815916,cafe
40974766,CHIKALICIOUS DESSERT BAR,Other,"east   10 street 203 , NY, US",-73.9863265,40.7296961,bar
41696929,SCALLYWAG'S IRISH PUB & REST,Irish,"9 avenue 508 , NY, US",-73.993948,40.756057,other
40397159,KELLEY & PING,Asian,"greene street 127 , NY, US",-73.9991357,40.7255924,other
50005893,LA ABUNDANCIA,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","37th ave 8826 , NY, US",-73.8780753,40.7503933,other
50016875,2419 CHINA STAR RESTAURANT,Chinese,"foster ave 2419 , NY, US",-73.9532839,40.6385739,other
41555297,RUBY FALLS NIGHTLIFE CAFE,American,"page avenue 45 , NY, US",-74.2344465,40.5233106,cafe
40885805,AMMA,Indian,"east   51 street 246 , NY, US",-73.9687401,40.7555456,other
50033149,YEE GARDEN,Chinese,"eliot ave 8216 , NY, US",-73.876935,40.7258613,other
41532950,CARVEL ICE CREAM,"Ice Cream, Gelato, Yogurt, Ices","avenue n 4704 , NY, US",-73.9295032,40.6185329,bar
50001940,MERILU PIZZA AL METRO,Pizza,"9th ave 791 , NY, US",-73.9880256,40.7652619,other
41232708,NEW RED FLOWER CHINESE RESTAURANT,Chinese,"white plain road 4733 , NY, US",-73.8500302,40.9044494,other
41365678,MICHELANGELO'S PIZZA,Pizza,"post avenue 860 , NY, US",-74.1296711,40.6308053,other
41045928,PRETZEL MAKER,Bagels/Pretzels,"queens boulevard 9015 , NY, US",-73.8705157,40.7344654,other
41542642,MOLLOY'S IRISH PUB,Irish,"9 avenue 737 , NY, US",-73.9893972,40.7635119,other
41722632,CAFE HABANA/CAFE HABANA TO GO,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","prince street 17 , NY, US",-73.994193,40.722933,cafe
50018428,HAN WONG RESTAURANT,Chinese,"20th ave 8510 , NY, US",-73.9980622,40.6051148,other
50018381,THE HOP SHOP,American,"columbia st 121 , NY, US",-73.9793165,40.7189214,other
40674404,MARKET RESTAURANT (C-D BLOCK),American,"food center drive 355 , NY, US",-73.8720055,40.8067286,other
41475994,HAMPTON INN-HERALD SQUARE,American,"west   31 street 116 , NY, US",-73.9902006,40.748029,other
41221373,LILLI AND LOO,Asian,"lexington avenue 792 , NY, US",-73.9672812,40.7638625,other
41207784,KINGS BREW COFFEE,Caf̩/Coffee/Tea,"oriental boulevard 2001 , NY, US",-73.9355608,40.5778144,other
50013425,ON TOP WINGS-N-FISH,Delicatessen,"kissena blvd 7072 , NY, US",-73.8153271,40.7299902,other
50034161,HUGO AND SONS,Italian,"7th ave 367 , NY, US",-73.991983,40.7485799,other
50002324,DETOXX BAR,"Juice, Smoothies, Fruit Salads","linden blvd 23416 , NY, US",-73.7277858,40.6905574,bar
40760778,LA NORTENA EXPRESS RESTAURANT,Mexican,"37 avenue 9717 , NY, US",-73.8693247,40.7521988,other
41420999,GOURMET NEW YORK MARKET PLACE,Delicatessen,"8 avenue 680 , NY, US",-73.98867,40.757863,other
41156430,HILTON GARDEN INN,American,"134 street 14818 , NY, US",-73.8062858,40.6657496,other
41374276,MELANY RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","flatbush avenue 785 , NY, US",-73.9591525,40.653453,other
41681666,ISLAND SOFT PRETZEL STOP,Hotdogs/Pretzels,"ferry terminal drive 6 , NY, US",-74.0729629,40.6438266,other
40706408,BLACK AND WHITE,American,"east 10 street 86 , NY, US",-73.9898731,40.7308468,other
41421154,SUBWAY,Sandwiches,"page avenue 303 , NY, US",-74.2332694,40.5169622,other
50001557,CORONA RESTAURANT,Chinese,"5th ave 5421 , NY, US",-73.9630024,40.7780229,other
40397219,WHITE CASTLE,Hamburgers,"westchester avenue 931 , NY, US",-73.8974928,40.8220665,other
40380044,REX MANOR,Continental,"60 street 1100 , NY, US",-73.959916,40.7595475,other
50000496,POTJANEE,Thai,"carmine st 48 , NY, US",-74.0034281,40.7298307,other
50032895,NEW KINGS MEN KITCHEN,Chinese,"malcolm x blvd 204 , NY, US",-73.947312,40.804627,other
41524890,LITTLE CUPCAKE BAKE SHOP,Bakery,"prince street 30 , NY, US",-73.9948435,40.7228476,bakery
40604400,CHE BELLA PIZZA,Pizza/Italian,"amnsterdam avenue 1215 , NY, US",-73.9591141,40.8089857,other
41720230,MILLER'S NEAR & FAR,American,"rivington street 65 , NY, US",-73.9901076,40.7205047,other
41360464,SNACK BAR,American,"131 street 1111 , NY, US",-73.9595468,40.8186871,bar
41565279,THE HELEN HAYES THEATRE,American,"west   44 street 240 , NY, US",-73.987835,40.7578637,other
50000965,ADANA GRILL,Turkish,"3rd avenue 723 , NY, US",-73.9726111,40.752775,other
41629694,NORTH END GRILL,Seafood,"north end avenue 102 , NY, US",-74.0152218,40.7150015,other
50042898,BLOSSOM DU JOUR,American,"e 13th st 15 , NY, US",-73.9930462,40.735035,other
41362451,HORIZON BAKERY CAFE,Bakery,"jfk intl airport 0 , NY, US",-73.7781391,40.6413111,cafe
50017865,XING LONG CHINESE RESTUARANT,Chinese,"e 169th st 553 , NY, US",-73.9039136,40.8325742,other
41632211,INDIE FOOD AND WINE,American,"west   65 street 144 , NY, US",-73.983549,40.7733827,other
50052660,GARDENIA,Armenian,"8th ave 404 , NY, US",-73.9948806,40.7496927,other
40994221,MANGIA,Italian,"west   23 street 22 , NY, US",-73.9906717,40.7417216,other
41720266,GELATO TI AMO,"Ice Cream, Gelato, Yogurt, Ices","john street 12 , NY, US",-74.0091249,40.7098261,bar
50000148,HAPPY LIFE FAST FOOD,Chinese,"nostrand ave 985 , NY, US",-73.9507943,40.6642593,other
50003047,ELI ZABAR,American,"madison ave 922 , NY, US",-73.9649637,40.7727045,bar
41515513,PARK AVENUE WINTER,American,"park avenue south 360 , NY, US",-73.9855768,40.7421039,other
40922565,SORRENTINE,American,"la guardia airport 0 , NY, US",-73.9878485,40.7470741,other
40952325,BOULEVARD DELI & RESTAURANT,American,"northern boulevard 3300 , NY, US",-73.9315971,40.7519374,other
50037935,SONO UCHI SUSHI,Japanese,"lenox ave 381 , NY, US",-73.9435716,40.8105416,other
40808305,BERMAY LUNCHEONETTE,American,"richmond terrace 1920 , NY, US",-74.1289967,40.6375741,other
50001786,DAG'S THE PATIO,Caf̩/Coffee/Tea,"e 47th st 342 , NY, US",-73.9686555,40.7520017,other
41107780,LOS RANCHEROS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","jamaica avenue 16210 , NY, US",-73.7972029,40.7040679,other
41612554,DUNKIN' DONUTS,Caf̩/Coffee/Tea,"east tremont avenue 3732 , NY, US",-73.8221841,40.8263536,other
41106672,BOGOTA LATIN BISTRO,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","5 avenue 141 , NY, US",-73.9903819,40.739927,other
41158265,DEJAVU RESTAURANT,Russian,"kings highway 262 , NY, US",-73.9808364,40.6050588,other
41573314,SABANA LOUNGE,Spanish,"westchester avenue 1460 , NY, US",-73.881615,40.828093,other
41263491,"DUNKIN' DONUTS, BASKIN ROBBINS",Donuts,"lafayette avenue 573 , NY, US",-73.9516833,40.6900099,bakery
41620437,PIZZA & BAGEL ON 3RD,Delicatessen,"3 avenue 663 , NY, US",-73.9743942,40.7508453,other
40399867,DOMINO'S,Pizza,"church street 181 , NY, US",-74.0070818,40.715609,other
41698152,PRET A MANGER,Sandwiches/Salads/Mixed Buffet,"8 avenue 825 , NY, US",-73.986943,40.7622227,other
41169360,DOMINO'S,Pizza,"rockaway parkway 241 , NY, US",-73.9200573,40.6615102,other
40581917,EMPORIUM BRASIL RESTAURANT,Brazilian,"west   46 street 15 , NY, US",-73.9798394,40.7566063,other
50044977,THRIVING STEAM POT,Chinese,"main st 4345 , NY, US",-73.825705,40.751514,other
40868843,W TIMES SQUARE,American,"broadway 1567 , NY, US",-73.9855995,40.7593257,other
41083366,TRINI ROTI HOUSE AND BAKERY,Caribbean,"rutland road 1065 , NY, US",-73.924843,40.6639619,other
41380595,EL PRESIDENTE # 2 RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","east  208 street 4-10 , NY, US",-73.8833117,40.8804334,other
50035946,VIETSPOT,Asian,"nassau st 99 , NY, US",-74.0077594,40.7104929,other
41499250,CHINA GARDEN,Chinese,"bath avenue 2014 , NY, US",-74.0013098,40.6010359,other
41421169,CHOPSTICK KING & NEW YUMMY CHINESE RESTAURANT,Chinese,"36 avenue 3319 , NY, US",-73.927344,40.75567,other
41626723,Y & Y BAKERY,Bakery,"14 avenue 6306 , NY, US",-73.998537,40.625774,bakery
41117947,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Caribbean,"hempstead avenue 21873 , NY, US",-73.7354854,40.7134344,other
41580533,LA NUEVA JUQUILA RESTAURANT,Mexican,"amsterdam avenue 2106 , NY, US",-73.9389126,40.8376922,other
41062347,POSTMARK CAFE,Caf̩/Coffee/Tea,"6 street 326 , NY, US",-73.9873359,40.7267204,cafe
41489230,GRAND CENTRAL STAR CAFE,American,"lexington avenue 463 , NY, US",-73.9742973,40.7534636,cafe
40936004,MOM'S BAKERY,Bakery,"grand concourse 2425 , NY, US",-73.8984529,40.8609173,bakery
41641267,BADA STORY,Korean,"crocheron avenue 16123 , NY, US",-73.8040505,40.7626313,other
41245736,LIME LEAF,Thai,"west   72 street 128 , NY, US",-73.9800278,40.7776253,other
41687576,SUBWAY,Sandwiches/Salads/Mixed Buffet,"astoria blvd 8704 , NY, US",-73.8819333,40.7638536,other
41665945,BARCEY'S COFFEE,Caf̩/Coffee/Tea,"st nicholas avenue 140 , NY, US",-73.9176402,40.7048689,bar
41681106,CRISTINA DELI,Delicatessen,"150th st 1237 , NY, US",-73.9496684,40.8302779,other
40512865,CONNOLLY'S PUB,Irish,"east   47 street 14 , NY, US",-73.9778118,40.7561728,other
41107447,"DUNKIN' DONUTS, BASKIN ROBBINS",Donuts,"5 avenue 448 , NY, US",-73.9820735,40.7519008,bakery
40377385,NAPOLI PIZZA,Italian,"69 avenue 16402 , NY, US",-73.8047246,40.7328495,other
41249790,NEW GREAT TASTE RESTAURANT,Chinese,"ralph avenue 249 , NY, US",-73.922096,40.6810091,other
41713701,TROPICAL ROTISSERIE CHICKEN,Spanish,"sedgwick avenue 2701 , NY, US",-73.9034399,40.8700298,other
41491157,PAYAG,Filipino,"roosevelt avenue 5134 , NY, US",-73.9127166,40.7438834,other
41516545,CENTRO DE BIENESTAR DAYSI,"Juice, Smoothies, Fruit Salads","169 street 8778 , NY, US",-73.7928338,40.7101396,bar
41020284,LITTLE ITALY PIZZA,Pizza,"west   45 street 55 , NY, US",-73.9814783,40.7564798,other
50010546,DIRTY FRENCH,French,"ludlow st 180 , NY, US",-73.9872215,40.7218313,other
40614489,FRESH MEADOW'S PIZZA & RESTAURANT,Pizza,"69 avenue 19509 , NY, US",-73.778226,40.7373276,other
41564778,MELA'S CAFE,Spanish,"washington avenue 1735 , NY, US",-73.9005529,40.8431639,cafe
40395525,MCDONALD AVENUE DINER,American,"mcdonald avenue 1111 , NY, US",-73.9759902,40.6262572,other
50009782,RIVOLI PIZZA II,Pizza,"christopher st 131 , NY, US",-74.0067516,40.7331756,other
41079283,THE BROTHERS CAFE,American,"43 avenue 3949 , NY, US",-73.9241807,40.7457232,cafe
41418529,SUBWAY,American,"east  116 street 201 , NY, US",-73.9396806,40.7979965,other
41310149,THE SECOND CHANCE SALOON,American,"grand street 659 , NY, US",-73.9776201,40.7132883,other
41586521,JIREH HOT BAGEL & CAFE,Bagels/Pretzels,"avenue l 9522 , NY, US",-73.896071,40.6378569,cafe
41460794,KARAOKE SHOUT,American,"steinway street 3246 , NY, US",-73.9201608,40.7579017,other
50053156,PANINI GRILL,American,"1st ave 937 , NY, US",-73.9656987,40.7551169,other
50015075,NEW YORK FRIED CHICKEN,Chicken,"saratoga ave 102 , NY, US",-73.9173531,40.6831042,other
50004171,BUONISSIMA PIZZERIA,Italian,"20th ave 7203 , NY, US",-73.9899054,40.6123101,other
50000616,NEW BROADWAY PIZZERIA AND COFFEE,American,"broadway 4312 , NY, US",-73.9346522,40.8518554,other
50005614,FU XING,Chinese,"morrison ave 1270 , NY, US",-73.8747913,40.8313781,other
41643561,JERUSALEM CAFE,Jewish/Kosher,"west   36 street 35 , NY, US",-73.9853023,40.7506344,cafe
41529002,BELL BOOK & CANDLE,American,"west   10 street 141 , NY, US",-74.0008942,40.7347337,other
41701501,JUICE GENERATION,"Juice, Smoothies, Fruit Salads","8 avenue 979 , NY, US",-73.9826772,40.7670469,bar
41617602,BAR 483,American,"39 street 483 , NY, US",-73.996473,40.7575861,bar
41559375,CROWN FRIED CHICKEN,American,"east  165 street 1076 , NY, US",-73.8908153,40.8248597,other
41263879,THE HALF PINT,American,"thompson street 234 , NY, US",-73.9985953,40.7294092,other
41428195,FARMERS PIZZERIA,Pizza,"farmers boulevard 11136 , NY, US",-73.7650108,40.7010756,other
41014566,STARBUCKS,Caf̩/Coffee/Tea,"queens boulevard 9015 , NY, US",-73.8705157,40.7344654,other
40594741,MONSTER SUSHI,Japanese,"west   23 street 158 , NY, US",-73.9950841,40.7435593,other
40861252,SWEET & VICIOUS,American,"spring street 5 , NY, US",-73.9942805,40.7213227,other
41199993,LOS AMIGOS BILLIARDS,American,"east  149 street 857 , NY, US",-73.9033459,40.8118541,other
41438494,BRISAS EXPRESS RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","white plains road 1360 , NY, US",-73.8627528,40.8347611,other
41616526,MEERA DELI,Delicatessen,"44 drive 1157 , NY, US",-73.9474844,40.7483999,other
40378347,TONY'S PIZZA,American,"longwood avenue 1014 , NY, US",-73.8969212,40.8165418,other
50044704,YOURS TRULY,Caf̩/Coffee/Tea,"spring st 8 , NY, US",-73.994496,40.720985,other
41405007,THE CAPITAL GRILLE,American,"west   51 street 120 , NY, US",-73.9812268,40.7607952,other
50035041,PAPA RESTAURANT,Spanish,"e tremont ave 463 , NY, US",-73.8983381,40.8472998,other
41504871,JJ'S JAMAICAN RESTAURANT,Caribbean,"flatbush avenue 711 , NY, US",-73.9596783,40.6558412,other
40937290,HUA YUNG KITCHEN,Chinese,"broadway 4131 , NY, US",-73.938746,40.8460486,other
50001826,TAQUERIA OAXACA,Spanish,"main st 167 , NY, US",-73.9554276,40.7569772,other
50018106,ONCE UPON A TART,Bakery,"sullivan st 135 , NY, US",-74.0018871,40.7267243,bakery
50007097,MOON LIGHT  GRILL,Indian,"111th st 9181 , NY, US",-73.8347252,40.6924016,other
41449961,PENN SUSHI,Japanese,"penn station 0 , NY, US",-74.8332724,44.2209068,other
50047195,GRAB & GO,Delicatessen,"5th ave 2096 , NY, US",-73.940824,40.80895,other
50003001,BEAUTIFUL MEMORY DESSERT,"Juice, Smoothies, Fruit Salads","bayard street 69A , NY, US",-73.9983921,40.7154512,bar
40704315,RAMEN-YA,Japanese,"west    4 street 181 , NY, US",-74.0016724,40.7325292,other
50004143,LUNITAS,Caf̩/Coffee/Tea,"fulton st 1039A , NY, US",-73.9603226,40.6822756,other
40395152,UNCLE VANYA,Russian,"west   54 street 315 , NY, US",-73.9851034,40.765368,other
40978159,CANDLE 79 RESTAURANT,Vegetarian,"east   79 street 154 , NY, US",-73.9587231,40.7746521,other
50043362,EAT MORRIS,Caf̩/Coffee/Tea,"brooklyn ave 145 , NY, US",-73.94392,40.6744074,other
40364920,RIZZO'S FINE PIZZA,Pizza,"steinway street 3013 , NY, US",-73.9151096,40.763377,other
41332050,TODD ENGLISH BONFIRE,Continental,"jfk international airport 000 , NY, US",-73.7781391,40.6413111,other
41271202,ESPRESSO 77,Caf̩/Coffee/Tea,"77 street 3557 , NY, US",-73.8888911,40.7496038,other
40591519,ALEX'S KITCHEN,Chicken,"south avenue 170 , NY, US",-74.1662057,40.6358327,other
41585774,FRANK'S LOUNGE & BAR,American,"fulton street 660 , NY, US",-73.9758026,40.68663,bar
41615605,COMBINA,Mexican,"west broadway 330 , NY, US",-74.0040604,40.7223142,other
50048073,HUNAN HOUSE RESTAURANT,Chinese,"northern blvd 13740 , NY, US",-73.8295468,40.7632692,other
50044262,LA PEQUENA COLOMBIA,Spanish,"steinway st 3225 , NY, US",-73.9192551,40.758367,other
41711365,HOMETOWN CUISINE,Chinese,"8 avenue 5017 , NY, US",-73.9356919,40.8314779,other
50002506,GARDEN COURT CAFE (ASIA SOCIETY),Asian,"park ave 725 , NY, US",-73.9642897,40.7698408,cafe
50040962,5C CAFE & CULTURAL CENTER,Caf̩/Coffee/Tea,"avenue c 68 , NY, US",-73.9796579,40.7226825,cafe
50010395,MCDONALD'S,American,"dyckman st 208 , NY, US",-73.9273139,40.8651344,other
50003006,SCREAMER'S PIZZERIA,Vegetarian,"manhattan ave 620 , NY, US",-73.9537092,40.8092846,other
40659340,SEOUL GARDEN,Korean,"west   32 street 34 , NY, US",-73.9873075,40.7476751,other
41590345,TWO DOOR TAVERN,American,"north    5 street 116 , NY, US",-73.9599461,40.7170862,other
50047339,PRIME PIZZA KITCHEN,Pizza/Italian,"hylan blvd 1778 , NY, US",-74.0926584,40.5853433,other
41637456,XING DRAGON,Chinese,"east  115 street 305 , NY, US",-73.9377279,40.7962768,other
41710782,FORNO PIZZERIA & TRATTORIA,Pizza/Italian,"69 street 52-27 , NY, US",-73.895574,40.7328044,other
40703801,STARBUCKS,Caf̩/Coffee/Tea,"8 avenue 600 , NY, US",-73.990897,40.7553672,other
50000795,RISOTTERIA MELOTTI,Italian,"east 5 street 309 , NY, US",-73.9883071,40.7267288,other
41520084,PINKBERRY,"Ice Cream, Gelato, Yogurt, Ices","6 avenue 523 , NY, US",-73.9972601,40.737248,bar
40847331,PIGALLE,French,"8 avenue 790 , NY, US",-73.9865155,40.7612163,other
41474909,MI CASITA RESTARANT,Mexican,"amsterdam avenue 1484 , NY, US",-73.9533015,40.8179401,other
40399834,HAN GAWI,Korean,"east   32 street 12 , NY, US",-73.9847617,40.7466013,other
50003301,TACO BELL,American,"atlantic avenue 97-01 , NY, US",-73.8457975,40.6893382,other
41267944,EMPIRE KING RESTAURANT,Chinese,"boston road 1374 , NY, US",-73.8980263,40.8322977,other
50049689,CHINA RESTAURANT,Chinese,"utica ave 937 , NY, US",-73.9299266,40.6502664,other
41414670,NEW SHENG LI CHINESE RESTAURANT,Chinese,"east  167 street 389 , NY, US",-73.9109517,40.831187,other
41204887,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Caribbean,"co-op city boulevard 691 , NY, US",-73.8249813,40.8807885,other
50009231,KAFFE KUPPEN,"Juice, Smoothies, Fruit Salads","howard ave 91 , NY, US",-73.9203486,40.6854922,bar
41269802,SANCTUARY T,American,"west broadway 337 , NY, US",-74.0035309,40.7224306,other
40926353,LA VIGNA,Italian,"metropolitan avenue 10011 , NY, US",-73.8526993,40.7109492,other
40425131,BAKER'S DOZEN BAGEL,Bagels/Pretzels,"lefferts boulevard 8109 , NY, US",-73.829634,40.70848,other
41148907,EMIRATES VIP LOUNGE,Continental,"jfk international airport 0 , NY, US",-73.7781391,40.6413111,other
40609590,MORNINGSTAR RESTAURANT,American,"2 avenue 949 , NY, US",-73.9686148,40.7552279,other
50014308,AAA BURRITO MARIACHI,Mexican,"church st 189 , NY, US",-74.0069565,40.7157795,other
41535608,PRONTO PIZZA,Pizza/Italian,"west   48 street 62 , NY, US",-73.980635,40.7580982,other
41382007,CASA LA FEMME,Egyptian,"charles street 140 , NY, US",-74.0081123,40.7339445,other
