CAMIS,DBA,CUISINE.DESCRIPTION,full.address
41549803,WEN MING CHINESE RESTAURANT,Chinese,"21 street 3318 , NY, US"
41700602,NEW PHOENIX,Chinese,"targee street 480 , NY, US"
50003774,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Caribbean,"farragut rd 4108 , NY, US"
41586283,DOS TOROS TAQUERIA,Tex-Mex,"carmine street 11 , NY, US"
41655148,GOOD TASTE RESTAURANT,Chinese,"avenue h 1015 , NY, US"
50016847,SAN GENNARO,Italian,"arthur ave 2329 , NY, US"
40699772,LATINO RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","east  138 street 494 , NY, US"
50001233,KINJO,American,"greene ave 1 , NY, US"
40654328,CAFE AL MERCATO,Italian,"hughes avenue 2331 , NY, US"
41638031,MAMAJUANA CAFE,Spanish,"east tremont avenue 3233 , NY, US"
50002109,DUNKIN' DONUTS,Donuts,"broadway 4030 , NY, US"
50052155,LUZZOS PIZZA,Italian,"w 14th st 353 , NY, US"
41617526,PROLETARIAT NY,American,"st marks place 102 , NY, US"
41105497,TRATTORIA LUCIA,Italian,"jamaica avenue 24763 , NY, US"
50007831,JUNIOR' SEAFOOD RESTAURANT,Spanish,"w burnside ave 20 , NY, US"
40534973,GOLD'S GYM,"Juice, Smoothies, Fruit Salads","crossbay boulevard 15705 , NY, US"
41545769,DELICIOUS BAKERY,Bakery,"hester street 139 , NY, US"
50037025,IG NIGHT,Chinese,"fowler ave 13135 , NY, US"
41399360,NEW RONG HANG RESTAURANT,Chinese,"eldridge street 38 , NY, US"
41195053,JAMAICA FISH MARKET,Seafood,"van wyck expressway 8802 , NY, US"
40378729,KANG SUH KOREAN RESTAURANT,Korean,"broadway 1250 , NY, US"
50001451,BUBBY'S HIGHLINE,American,"gansevoort st 71 , NY, US"
50018574,RESIDENCE INN WORLD TRADE CENTER,American,"broadway 170 , NY, US"
41023838,KARL'S KLIPPER,American,"bay street 3840 , NY, US"
41505315,AZUL TEQUILA RESTAURANT,Mexican,"myrtle avenue 1429 , NY, US"
41420952,LA CASA DE LOS ANOJITOS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","37 avenue 8108 , NY, US"
41659711,SWEETLEAF COFFEE,Caf̩/Coffee/Tea,"kent avenue 135 , NY, US"
40367677,CAPITOL RESTAURANT,American,"broadway 4933 , NY, US"
41704620,VELLA,Italian,"2 avenue 1480 , NY, US"
41495525,SINGAS FAMOUS PIZZA,Pizza,"grand street 512 , NY, US"
41704299,LOS VERDES,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","greenpoint avenue 4626 , NY, US"
50043058,Fulton Thai Restaurant,Thai,"fulton st 848 , NY, US"
50043819,SAZON RAMIREZ RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","south ave 174 , NY, US"
50011359,AKI SUSHI,Japanese,"york ave 1531 , NY, US"
41580952,ASUKA SUSHI,Japanese,"west   23 street 300 , NY, US"
41458695,TONG SAM GYUP GOO YI RESTAURANT,Korean,"depot road 16223 , NY, US"
41699552,IL GNOCCHI RESTAURANT,Mexican,"east  116 street 118 , NY, US"
50015968,MIDWOOD FLATS,American,"flatbush ave 577 , NY, US"
40827287,AJISEN RAMEN,Asian,"mott street 14 , NY, US"
40393561,FAROS RESTAURANT,American,"church avenue 95 , NY, US"
50000433,JADE GARDEN,Chinese,"broadway 4028 , NY, US"
41495839,ANTHI'S GREEK FOOD,Greek,"amsterdam avenue 614A , NY, US"
41440450,"KFC, TACO BELL",Chicken,"mcguinness boulevard 208 , NY, US"
41409233,ZEYTINZ,Delicatessen,"west   40 street 24 , NY, US"
50015893,J'S ON THE BAY,American,"bay street 1189 , NY, US"
50000957,15 FLAVORS,"Ice Cream, Gelato, Yogurt, Ices","crosby ave 1763 , NY, US"
50032621,JAMESON'S BAR AND RESTAURANT,American,"2nd ave 975 , NY, US"
40999193,KO SUSHI,Japanese,"2 avenue 1329 , NY, US"
41643705,ZEN FUSION CUISINE,Asian,"parsons boulevard 7928 , NY, US"
41622533,AKWAABA RESTAURANT,African,"parkside avenue 604 , NY, US"
50045769,ROMA PIZZA & PASTA,Pizza/Italian,"10th st 3559 , NY, US"
50002707,LIBERTY CATERING,American,"edgewater street 1 , NY, US"
41656176,BEST LUNCHEONETTE,American,"bath avenue 1758 , NY, US"
50010039,HUNAN CHEN'S KITCHEN,Chinese,"columbus ave 1003 , NY, US"
40532870,STARBUCKS,Caf̩/Coffee/Tea,"8 avenue 124 , NY, US"
40559634,TICK TOCK DINER,American,"8 avenue 481 , NY, US"
41653529,MERIT KABAB PALACE,Indian,"74th st 3767 , NY, US"
41257223,ABITINO'S PIZZA,Pizza,"jfk airport 0 , NY, US"
50009048,THE NEW YORK PALACE HOTEL (4TH FLOOR KITCHEN),American,"madison ave 455 , NY, US"
41158299,MASSO,Italian,"vernon boulevard 4725 , NY, US"
41078147,SUBWAY,Sandwiches,"west   43 street 31 , NY, US"
50000153,THE BEST OF NEW YORK FOOD,American,"water st 150 , NY, US"
50015699,CHEN'S TAI CHI TEA,Caf̩/Coffee/Tea,"e broadway 88 , NY, US"
41050875,DUNKIN' DONUTS,Donuts,"west  145 street 110 , NY, US"
41497832,INWOOD LOCAL WINE BAR & BEER GARDEN,American,"broadway 4957 , NY, US"
50044538,BELLA NOVA'S RISTORANTE,Pizza/Italian,"metropolitan ave 6526 , NY, US"
41721343,COFFEE SHOP DINER,American,"east   14 street 442 , NY, US"
41539948,TOKYO HIBACHI STEAK HOUSE & SUSHI,Japanese,"horace harding expressway 18416 , NY, US"
41298039,REED SMITH,American,"lexington avenue 599 , NY, US"
41653607,CHOP'T,Salads,"east   23 street 18 , NY, US"
41252043,COBBLE HILL CINEMAS,American,"court street 265 , NY, US"
41239953,ANGEL'S GRILL,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","east 187 street 720 , NY, US"
40730301,ANGELICA'S BAKERY,Bakery,"katonah ave 4315 , NY, US"
41021528,SUBWAY,Sandwiches,"victory boulevard 1724 , NY, US"
50002464,SUBWAY,Sandwiches/Salads/Mixed Buffet,"grand street 334 , NY, US"
41302711,BY THE WATER PIU DI PRIMA RISTORANTE,Italian,"120 street 1848 , NY, US"
41112888,S & A WEST INDIAN RESTAURANT,Caribbean,"liberty avenue 10306 , NY, US"
50005103,Delilah's Steaks,American,"mcguinness blvd s 55 , NY, US"
41350902,STARBUCKS/SALAD BAR & DESSERT/JUICE BAR,American,"131 street 1111 , NY, US"
50033708,SAMURAI MAMA,Japanese,"grand st 205 , NY, US"
41298880,BURGER KING,Hamburgers,"bruckner boulevard 1851 , NY, US"
41402310,KARAOKE WOW,Asian,"west   32 street 10 , NY, US"
50036927,REDWOOD PLEASUE CLUB,American,"schurz ave 2680 , NY, US"
50009039,MID WINTER KITCHEN,American,"2nd ave 327 , NY, US"
41379121,EDISON BALLROOM,Asian,"west   47 street 240 , NY, US"
41367985,KENNEDY FRIED CHICKEN,Chicken,"east  138 street 548 , NY, US"
41306529,JOHN'S PIZZA AND RESTAURANT,Pizza,"lincoln avenue 126 , NY, US"
50007121,SLICE OF BROOKLYN  INC.,Pizza,"4th ave 849 , NY, US"
50017545,WEEKENDER BILLIARD & BAR,Asian,"54th st 4146 , NY, US"
50017219,OGAWA CAFE,Japanese,"e 4th st 36 , NY, US"
50007299,ET HALAL INTERNATIONAL RESTAURANT,Middle Eastern,"atlantic ave 574 , NY, US"
50006427,SPICY LANKA,Indian,"hillside ave 15923 , NY, US"
41316819,HIDEAWAY,American,"duane street 185 , NY, US"
41158485,DUNKIN' DONUTS,Donuts,"park place 5 , NY, US"
41286241,ATLAS CAFE,Caf̩/Coffee/Tea,"havemeyer street 116 , NY, US"
41247789,CARIDAD RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","northern boulevard 10002 , NY, US"
40360076,CARVEL ICE CREAM,"Ice Cream, Gelato, Yogurt, Ices","church avenue 203 , NY, US"
41666655,JADO SUSHI,Asian,"frederick douglass boulevard 2110 , NY, US"
41084481,JOE'S GINGER RESTAURANT,Chinese,"pell street 25 , NY, US"
50001368,TEA FLOWER BAKERY,Chinese,"fort hamilton parkway 6623 , NY, US"
40564625,WAKAMBA,American,"8 avenue 543 , NY, US"
41698598,LULU JUICY FRUIT,"Juice, Smoothies, Fruit Salads","southern boulevard 550 , NY, US"
41584316,SPICE,Thai,"8 avenue 199 , NY, US"
41702681,TACOS VELOZ,Mexican,"roosevelt avenue 9010 , NY, US"
41224318,CARVEL ICE CREAM,"Ice Cream, Gelato, Yogurt, Ices","metropolitan avenue 5612 , NY, US"
50038444,BURNSIDE BISCUITS,American,"30th ave 3207 , NY, US"
41653047,MAC SHACK,American,"fulton street 901 , NY, US"
40396000,JULES BISTRO,French,"st marks place 65 , NY, US"
41128245,EL VALLE RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","jerome avenue 2448 , NY, US"
41540996,MEDI WINEBAR,Mediterranean,"9 avenue 811 , NY, US"
41324597,KENNEDY FRIED CHICKEN,Chicken,"west  137 street 1 , NY, US"
40862204,SUBWAY,Sandwiches,"jerome avenue 3422 , NY, US"
41468246,EASTERN CHINESE RESTAURANT,Chinese,"grant avenue 1233 , NY, US"
41543650,ST. ALBANS PIZZERIA,Pizza,"hollis avenue 20527 , NY, US"
50000732,LOWER EAST SIDE PIZZA,Pizza,"east broadway 181 , NY, US"
41405889,FISH MARKET RESTAURANT,Seafood,"south street 111 , NY, US"
41293756,STARLIGHT GRILL RESTAURANT & SWEETS,Pakistani,"astoria boulevard 8002 , NY, US"
50017248,SHORE HAVEN DINER,American,"castle hill ave 622 , NY, US"
41321758,QUICKLY CAFE,Caf̩/Coffee/Tea,"broadway 8306 , NY, US"
41171181,169 BAR,American,"east broadway 169 , NY, US"
50015416,NEW CHINA WOK,Chinese,"4th ave 57 , NY, US"
41474212,86 BEST BAKERY,Bakery,"86 street 1957 , NY, US"
41287836,BICHEIROS PLACE,American,"80 street 9404 , NY, US"
40367377,ZUM STAMMTISCH,German,"myrtle avenue 6946 , NY, US"
50002498,VITAMINCHICK,"Juice, Smoothies, Fruit Salads","spring st 196 , NY, US"
50002648,TAQUERIA DIANA,Mexican,"2 ave 129 , NY, US"
50002426,SHISO,Japanese,"jfk international airport NKA , NY, US"
41649130,THE SMITH,American,"broadway 1900 , NY, US"
40942485,107 WEST RESTAURANT,American,"broadway 2787 , NY, US"
50011331,ANGELO'S PIZZA,Pizza,"cortelyou rd 2117 , NY, US"
50054261,LE BON PATE BAKERY,Bakery,"jamaica ave 21547 , NY, US"
41459076,APPLEBEE'S,American,"west  125 street 1 , NY, US"
41704198,GOLDBAR,American,"broome street 389 , NY, US"
41288311,HI-LIFE RESTAURANT & LOUNGE,American,"2 avenue 1503 , NY, US"
50033575,JACQUES TORRES ICE CREAM,"Ice Cream, Gelato, Yogurt, Ices","e 42 st 89 , NY, US"
40388828,DALLAS BBQ,Barbecue,"second avenue 132 , NY, US"
41613806,THE BEST $1.00 PIZZA,Pizza,"west   23 street 171 , NY, US"
50038438,DILL AND PARSLEY,Mediterranean,"3rd ave 829 , NY, US"
50037716,KENNEDY CHICKEN & BISCUIT,Chicken,"w 145th st 108A , NY, US"
41547050,SHERATON JFK,American,"south conduit avenue 13226 , NY, US"
50035487,SAE MIN SOK RESTAURANT,Korean,"northern blvd 21505 , NY, US"
41715036,SOUTHGATE RESTAURANT/JW MARRIOT ESSEX HOUSE,American,"central park south 160 , NY, US"
40584579,LENNY & JOHN'S PIZZA,Pizza/Italian,"flatbush avenue 2036 , NY, US"
41244923,GROOVE,American,"macdougal street 125 , NY, US"
41625254,LITTLENECK,Seafood,"3 avenue 288 , NY, US"
41055922,"DUNKIN' DONUTS, BASKIN ROBBINS",Donuts,"astoria boulevard 10009 , NY, US"
41083469,LA GATA GOLOSA BAKERY CAFE' RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","broadway 8263 , NY, US"
41641764,SUBWAY,Sandwiches/Salads/Mixed Buffet,"3 avenue 7504 , NY, US"
40373938,IHOP,American,"broadway 5655 , NY, US"
41485393,MY CORAL RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","4 avenue 5401 , NY, US"
41286996,HILTON HOTEL JFK AIRPORT,American,"135 avenue 14402 , NY, US"
41621717,TURKISS,Turkish,"macdougal street 104 , NY, US"
50009366,GO BELIEVE BAKERY,Chinese,"grand st 239 , NY, US"
41556359,LA AMISTAD BAKERY,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","162 street 4037 , NY, US"
50040868,MCDONALD'S,American,"broadway 317 , NY, US"
40583385,PIZZA ROYALE,Italian,"fort hamilton parkway 6718 , NY, US"
41002547,MCDONALD'S,Hamburgers,"6 avenue 972 , NY, US"
41444879,GRAND BO KY RESTAURANT,Chinese,"grand street 214216 , NY, US"
50037511,JEKYLL AND HYDE,American,"7th ave s 91 , NY, US"
50009775,VIANNELY RESTAURANT,Spanish,"wyckoff ave 250 , NY, US"
41390347,ANDAZ,Indian,"1 avenue 1378 , NY, US"
50048053,HUSKY-P MEALS DIRECT,Caribbean,"140th ave 18417 , NY, US"
41657460,RESTAURANT SAN CRISTOBAL,Mexican,"east  108 street 339 , NY, US"
50040854,THE PAUL,American,"w 29th st 32 , NY, US"
50002356,Fairfield Inn & Suites,American,"henry street 95 , NY, US"
40574346,HALE & HEARTY SOUP,Soups & Sandwiches,"9 avenue 75 , NY, US"
41706342,ROCKAWAY CAFE,American,"jfk building 250 0 , NY, US"
41166779,EISENBERG'S SANDWICH SHOP,Sandwiches,"5 avenue 174 , NY, US"
41610260,FIRST STOP DELI,Delicatessen,"avenue m 406 , NY, US"
40716193,PIZZA HUT,Pizza,"atlantic ave 8920 , NY, US"
41012120,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Caribbean,"nostrand avenue 1014 , NY, US"
41673927,CAFE DEL MONDO,Italian,"victory boulevard 2530 , NY, US"
50044130,ETHICS BAR & LOUNGE,Caribbean,"e gun hill rd 1246 , NY, US"
41692194,BANGKOK HOUSE,Thai,"west   46 street 360 , NY, US"
50038475,BAILEY SEAFOOD MARKET & RESTAURANT,Seafood,"w 231st st 146 , NY, US"
41639167,GOLDEN KRUST CARIBBEAN BAKERY & GRILL,Caribbean,"pitkin avenue 1655 , NY, US"
41271988,ECUADORIAN FOOD RESTAURANT,Spanish,"34 avenue 4120 , NY, US"
41391596,TROPICAL RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","roosevelt avenue 6722 , NY, US"
41689407,NORTHERN MANOR,Chinese,"northern blvd 25113 , NY, US"
41457158,CAJA MUSICAL,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","74 street 4008 , NY, US"
41041142,ROGUE,American,"6 avenue 757 , NY, US"
41627819,JACOB'S PICKLES,American,"amsterdam avenue 509 , NY, US"
41539957,TERRACE COFFEE SHOP,Caf̩/Coffee/Tea,"19 street 598 , NY, US"
50001696,KAMBOAT BAKERY & CAFE,Bakery,"bowery 111 , NY, US"
41493180,ARTICHOKE BASILLE'S PIZZA & BAR,Pizza/Italian,"west   17 street 457 , NY, US"
50036711,MALLY'S,Mexican,"knickerbocker ave 199 , NY, US"
50004905,TARROS BAR,Spanish,"roosevelt ave 11113 , NY, US"
50043526,YANG GUANG RESTAURANT,Korean,"union st 3532 , NY, US"
41412577,GENKI SUSHI,Japanese,"arden avenue 262 , NY, US"
40937072,FAMOUS FAMIGLIA PIZZERIA,Pizza,"8 avenue 686 , NY, US"
40369165,REIF'S TAVERN,American,"east   92 street 302 , NY, US"
41387239,EL RINCON DE LA VIEJA BAKERY AND RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","bowne street 4186 , NY, US"
41001127,KORONET PIZZA,Pizza,"broadway 2848 , NY, US"
50002484,CANTINA,Mexican,"adam clayton powell jr bl 1838 , NY, US"
50008967,YU GARDEN DUMPLING HOUSE,Chinese,"kissena blvd 4620 , NY, US"
41449137,PEDRO'S LATIN KITCHEN & PIZZA (WESTERN BEEF),"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","metropolitan aavenue 4705 , NY, US"
50015569,PAPA JOHN'S,Pizza,"beach channel dr 4901 , NY, US"
41469379,88 CANTEEN,Bakery,"main street 5846 , NY, US"
41350639,CROWN FRIED CHICKEN,Chicken,"jamaica ave 13518 , NY, US"
41407696,LITTLEFIELD,American,"degraw street 622 , NY, US"
40950507,YUMMY SUSHI,Japanese,"rockfeeller plaza 30 , NY, US"
40977606,MIKE'S TAVERN,American,"liberty avenue 8814 , NY, US"
41581830,PADTHAI NOODLE LOUNGE,Thai,"8 avenue 114 , NY, US"
50011210,PINE TREE CAFE & RESTAURANT,Korean,"northern blvd 16328 , NY, US"
41371649,MIGUEL'S JAMAICAN WEST INDIAN RESTAURANT,Caribbean,"strauss street 2315 , NY, US"
41385681,PEGUSUS COFFEE SHOP,American,"3 avenue 8610 , NY, US"
40370766,SMITH & WOLLENSKY,American,"east 49th street 201 , NY, US"
41128262,BRUNO RAVIOLI,American,"1 avenue 282284 , NY, US"
41248584,BENIHANA,Japanese,"west   56 street 47 , NY, US"
50000710,BAR CHORD,American,"cortelyou road 1008 , NY, US"
41701495,ZEN 6 RAMEN & GYOZA  HOUSE,Japanese,"east    6 street 328 , NY, US"
41324657,BUFF PATTY RESTAURANT & BAKERY,Caribbean,"myrtle avenue 376 , NY, US"
41479185,PENNY FARTHING RESTAURANT,American,"3 avenue 103 , NY, US"
50014392,NEW 86 WONG RESTAURANT,Chinese,"86th st 2210 , NY, US"
41700283,MEXICOZINA,Mexican,"east  149 street 444 , NY, US"
41403525,GLEASON'S,American,"broadway 3308 , NY, US"
41199571,THE LEADBELLY,American,"orchard street 14 , NY, US"
50018936,ZOU'S RESTAURANT BUFFET,Chinese,"utica ave 233 , NY, US"
41236893,NEPTUNE PIZZA,Pizza,"coney island avenue 3033 , NY, US"
41398322,ISLAND TASTE RESTAURANT,Caribbean,"white plains road 4643 , NY, US"
41678381,MOTI MAHAL DELUX,Indian,"1 avenue 1149 , NY, US"
40783806,JADE SENECA ORIENTAL RESTAURANT,Chinese,"seneca avenue 688 , NY, US"
50014986,LITTLE CAESARS,Pizza,"4th ave 8622 , NY, US"
50011024,AWADH,Indian,"broadway 2588 , NY, US"
41086967,IL SOLE,Italian,"dyckman street 229233 , NY, US"
40914814,EL FORUMA NIGHT CLUB AND BAR,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","steinway street 3419 , NY, US"
40371454,WEST BANK CAFE,American,"west   42 street 407 , NY, US"
50012299,THE CHINESE CLUB,Indonesian,"grand st 208 , NY, US"
40819558,JAKE'S STEAKHOUSE,Steak,"broadway 6031 , NY, US"
41720250,DONG DONG,Chinese,"ralph avenue 48 , NY, US"
40781636,ESSEX,American,"essex street 120 , NY, US"
50013936,BTH RESTAURANT & LOUNGE,American,"w 125th st 712 , NY, US"
50043493,KUNG FU TEA,Caf̩/Coffee/Tea,"5th ave 8625 , NY, US"
50001925,BANTAM BAGELS,Bagels/Pretzels,"bleecker st 283 , NY, US"
40368034,ROADHOUSE RESTAURANT,Italian,"clove road 1402 , NY, US"
41103208,PAPILLON BISTRO & BAR,French,"east   54 street 22 , NY, US"
41218452,CARIFESTA RESTAURANT,Caribbean,"liberty avenue 12615 , NY, US"
50001215,BYUNG CHUN SOON DAE,Korean,"northern blvd 15603 , NY, US"
41636886,KARIZMA LOUNGE,Middle Eastern,"e 51st st 244 , NY, US"
41656010,PACIFICANA REST,Chinese,"55 street 813 , NY, US"
41556098,UDOM THAI,Thai,"washington avenue 661 , NY, US"
40695079,LENNY'S BAGELS,Bagels/Pretzels,"broadway 2601 , NY, US"
41493707,SUSHI CHOSI,Japanese,"irving place 77 , NY, US"
41534509,TACO Y MAS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","mott avenue 1831 , NY, US"
50000395,STARBUCKS,Caf̩/Coffee/Tea,"park place 164 , NY, US"
41288491,ROSE GARDEN CATERING,Caribbean,"church avenue 4224 , NY, US"
50011728,OLD MAN HUSTLE,American,"essex st 39 , NY, US"
50002502,LE REVE,Middle Eastern,"e 54 st 125 , NY, US"
41508226,DUNKIN' DONUTS,Donuts,"9 avenue 243 , NY, US"
50015679,HABANERO CAFE MEXICAN GRILL,Mexican,"flushing ave 715 , NY, US"
41261564,ALLURE,American,"queens boulevard 3302 , NY, US"
40424894,AMY'S BREAD,Bakery,"9 avenue 672 , NY, US"
41376978,FUKUOKA SHABU SHABU,Asian,"kissena boulevard 4568 , NY, US"
41395567,CAFE PEDLAR,American,"court street 210 , NY, US"
40595941,RED BOWL NOODLE SHOP,Chinese,"main street 4052 , NY, US"
41382903,THE LEXINGTON SOCIAL,American,"lexington avenue 1634 , NY, US"
50000430,BUON APPETITO MONTE'S,Sandwiches,"avenue u 66 , NY, US"
41243824,LANDMARC,American,"columbus circle 10 , NY, US"
41516689,THE JUICE BAR,Fruits/Vegetables,"richmond avenue 2655 , NY, US"
50007907,CHECKERS,American,"church ave 1801 , NY, US"
41683490,HOLLOW NICKEL,American,"atlantic avenue 494 , NY, US"
41387018,HANCO'S,Asian,"7 avenue 350 , NY, US"
40734506,JOHN HUGHES KNIGHTS OF COLUMBUS CLUB,American,"86 street 1305 , NY, US"
40598230,BURGER KING,Hamburgers,"white plains road 4275 , NY, US"
50001751,KE ZHANG,Chinese,"kissena boulevard 45-72 , NY, US"
50012113,TANG,Korean,"northern blvd 196-50 , NY, US"
41462507,FINANCIER PATISSERIE,Bakery,"6 avenue 1211 , NY, US"
41267566,SMITH & MILLS,American,"north moore street 71 , NY, US"
41386543,KENNEDY'S CHICKEN SANDWICHES,Chicken,"broadway 3789 , NY, US"
40364572,DONOHUE'S STEAK HOUSE,Steak,"lexington avenue 845 , NY, US"
41503176,CALI AJI CON SABOR RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","astoria boulevard 9815 , NY, US"
40557466,KENNEDY FRIED CHICKEN,Chicken,"allerton avenue 696 , NY, US"
50044543,BONUS ROOM,American,"wyckoff ave 991 , NY, US"
41483491,THISTLEHILL TAVERN,American,"7 avenue 441 , NY, US"
40990594,TAI THAI,Thai,"bedford avenue 206 , NY, US"
41666448,GUARDIAN LIFE EMPLOYEE CAFETERIA,Continental,"hanover square 7 , NY, US"
41153001,MEENA HOUSE CAFE,Egyptian,"bayridge avenue 476 , NY, US"
50005165,SIMON'S BBQ II,Chinese,"8th ave 5224 , NY, US"
50035681,ROAST,Jewish/Kosher,"lexington ave 1569 , NY, US"
41718481,DORAS CAFFE,Spanish,"39 avenue 10308 , NY, US"
41449583,"BOOM BOOM ROOM, LE BAIN, THE STANDARD",American,"washington street 848 , NY, US"
41491940,MALAPARTE,Italian,"washington street 753 , NY, US"
41650772,SABA'S PIZZA,Pizza,"lexington avenue 1376 , NY, US"
40368271,CHERRY TAVERN,American,"east    6 street 441 , NY, US"
41148931,CONNOLLY'S PUB,Irish,"west   54 street 43 , NY, US"
41410290,THE IRON HORSE,American,"cliff street 32 , NY, US"
40515875,ATLANTIS DINER,American,"foster avenue 8600 , NY, US"
40733383,HARU,Japanese,"amsterdam avenue 433 , NY, US"
41668582,ESSEN,American,"madison avenue 290 , NY, US"
41703808,BELLI OSTERIA,Italian,"fulton street 860 , NY, US"
40965177,LA GATA GOLOSA #2,Bakery,"37 avenue 8901 , NY, US"
41624508,NABLUS SWEETS,Middle Eastern,"5 avenue 6812 , NY, US"
41687000,POSH TOMATO,Jewish/Kosher,"avenue u 502 , NY, US"
41397322,GOLDEN DRAGON RESTAURANT,Chinese,"metropolitan avenue 394 , NY, US"
40542546,CUCCIOS BAKERY,Bakery,"avenue x 320 , NY, US"
41264084,Evelyn,American,"avenue c 171 , NY, US"
40724462,CHUCK E. CHEESE'S,Armenian,"northern boulevard 4818 , NY, US"
40868762,AGAVE,Mexican,"7 avenue south 140 , NY, US"
41637575,VERA CRUZ,Mexican,"bedford avenue 195 , NY, US"
50033167,LA VILLETTA,Italian,"e 52nd st 398 , NY, US"
40657772,GOOD RESTAURANT,American,"greenwich avenue 89 , NY, US"
41191561,GOURMET SWEETS,Pakistani,"coney island ave 1107 , NY, US"
41519860,LALLISSE,Mediterranean,"lexington avenue 161 , NY, US"
41625229,EL PALACIO DEL COLESTEROL,Spanish,"northern boulevard 8701 , NY, US"
50042010,KELLY'S BAR,American,"crescent st 3104 , NY, US"
41670931,GOOD VIEW DELICIOUS BAKERY,Chinese,"8 avenue 4518 , NY, US"
41631209,AUGUST LAURA,American,"court street 387 , NY, US"
40858744,AMERICAN HERO & SUB'S,Sandwiches,"44 drive 2308 , NY, US"
41599083,MO'S BAR,Other,"lafayette avenue 80 , NY, US"
50006381,L'ALBERO DEI GELATI,Italian,"5th ave 341 , NY, US"
40578388,GIRALDA BAKERY,Bakery,"east  163 street 1035 , NY, US"
41574568,EL NUEVO DELICIOSO RESTAURANT,Spanish,"east  148 street 410 , NY, US"
41426339,PIAZZA PIZZA & GRILL,Pizza,"3 avenue 1530 , NY, US"
50017188,QED,Caf̩/Coffee/Tea,"23rd ave 2716 , NY, US"
41680112,BERRYLICIOUS FROZEN YOGURT & COFFEE BAR,"Ice Cream, Gelato, Yogurt, Ices","main st 6948 , NY, US"
41139783,JK & SONS COFFEE SHOP,American,"broadway 801 , NY, US"
50003337,Seasoned Vegan,Vegetarian,"st. nicholas avenue 55 , NY, US"
50012320,HARPER COLLINS,American,"broadway 195 , NY, US"
50017953,RINCONCITO DOMINICANO,Spanish,"targee st 360 , NY, US"
