CAMIS,DBA,CUISINE.DESCRIPTION,full.address,lon,lat
50007857,DON PANCHOLO LECHONERA RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","jerome ave 2037 , NY, US",-75.4999,43.00035
40536227,JADE ISLAND RESTAURANT,Chinese,"richmond avenue 2845 , NY, US",-74.561289,42.621296
41238222,COFFEE SHOP,American,"kossuth avenue 3424 , NY, US",-78.142377,42.064473
50005141,TODD ENGLISH FOOD HALL,Italian,"5th ave 768 , NY, US",-77.746404,42.912227
41411067,STUDIO SQUARE GARDEN,American,"36 street 3533 , NY, US",-75.4999,43.00035
40391639,MCDONALD'S,Hamburgers,"bruckner boulevard 85 , NY, US",-75.4999,43.00035
50046134,AKINA SUSHI,Japanese,"e 14th st 424A , NY, US",-78.446942,42.075396
41684955,DU JOUR BAKERY,Bakery,"5 avenue 365 , NY, US",-77.735104,42.895631
40372618,BURGER KING,Hamburgers,"rockaway boulevard 15405 , NY, US",-75.4999,43.00035
50001454,GENESIS PIZZA PARLOR,Pizza,"union tpke 149-09 , NY, US",-75.4999,43.00035
41613057,RECOVERY ROOM,American,"booth memorial avenue 13522 , NY, US",-76.668681,42.583934
41241630,MCDONALD'S,Hamburgers,"3 avenue 2142 , NY, US",-77.735104,42.895631
50014643,GREEN APPLE GOURMET,Delicatessen,"broadway 1625 , NY, US",-75.4999,43.00035
50000500,STARBUCKS,Caf̩/Coffee/Tea,"8th ave 625 , NY, US",-75.076351,43.029772
41348754,GRILL ON LEE,American,"lee avenue 108 , NY, US",-75.466922,43.22645
50016055,SHANGHAI CUISINE,Chinese,"bayard st 89 , NY, US",-75.4999,43.00035
50051435,THE LANDING,American,"36th st 220 , NY, US",-79.412233,42.155693
50043036,JEZERO CAFE,Italian,"avenue x 274 , NY, US",-77.487965,42.528579
50002066,MAKANA,Japanese,"w. 106th street 161 , NY, US",-75.4999,43.00035
50034819,BORO HOTEL,American,"27th st 3828 , NY, US",-78.383421,42.068166
50004846,18 HIPOT,Chinese,"18th ave 8204 , NY, US",-75.09949,42.92958
40513885,ANOPOLI FAMILY RESTAURANT,American,"3 avenue 6920 , NY, US",-77.735104,42.895631
50043688,EL ABUELO PACHANGUERO RESTAURANT,Spanish,"63rd st 3908 , NY, US",-78.377827,42.272596
41004673,BISTRO LE STEAK,French,"3 avenue 1309 , NY, US",-77.735104,42.895631
41202545,VANILLA CAFE,Bakery,"roosevelt ave 13520 , NY, US",-73.591908,40.682896
41601083,GRACE & SUNG 7 STARS DELI,Delicatessen,"front street 57 , NY, US",-77.203015,42.695522
40363565,HOT BAGELS,Bagels/Pretzels,"metropolitan avenue 7905 , NY, US",-75.4999,43.00035
50010788,PANERA BREAD,American,"86th st 531 , NY, US",-79.348265,42.258882
50005984,LA NONNA RISTORANTE BAR ENOTECA,Italian,"kent ave 184 , NY, US",-78.135482,43.349596
41563113,APICIUS PIZZA,Pizza/Italian,"steinway street 2072 , NY, US",-73.913447,40.762574
50001964,ELIXIR LOUNGE,American,"jamaica avenue 105-06 , NY, US",-75.4999,43.00035
50000255,CHINA SUN,Chinese,"st nicholas ave 1270A , NY, US",-75.099049,42.186889
41437526,NELLO,Italian,"madison avenue 696 , NY, US",-75.384446,42.929572
40798514,CRYSTAL PALACE,Jewish/Kosher,"queens boulevard 13831 , NY, US",-78.210376,43.280191
50000551,WOLFNIGHTS,American,"rivington st 99 , NY, US",-75.4999,43.00035
40903063,O-MAI,Vietnamese/Cambodian/Malaysia,"9 avenue 158 , NY, US",-77.735104,42.895631
41577981,SUN HING RESTAURANT,Chinese,"st john's place 1584 , NY, US",-77.753618,42.898106
41281097,NEW GREEN DRAGON,Chinese,"east tremont avenue 4111 , NY, US",-73.905735,40.849288
50002482,BEST WOK,Chinese,"francis lewis blvd 13875 , NY, US",-73.571458,44.133322
40365726,BARBETTA RESTAURANT,Italian,"323 w. 46th st. 319321 , NY, US",-78.149586,42.385311
41499943,PIZZA BY THE PARK,Pizza,"7 avenue 4201 , NY, US",-77.735104,42.895631
41632738,DONT TELL MAMA,American,"west   46 street 343 , NY, US",-75.4999,43.00035
41684752,VICTORIO'S PIZZA PLUS,Pizza,"west  145 street 348 , NY, US",-75.4999,43.00035
40786301,EL RANCHITO DE DAISY,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","150 street 4149 , NY, US",-75.4999,43.00035
50044955,ONE EAST OCEAN PALACE,Chinese,"queens blvd 11309 , NY, US",-78.210376,43.280191
41652204,ZENON TAVERNA GREEK RESTAURANT,Greek,"31st ave 3410 , NY, US",-75.493365,43.782827
41007946,FRAMES BOWLING LOUNGE,American,"8 avenue 625 , NY, US",-77.735104,42.895631
50014995,cloud social,American,"w 32nd st 6 , NY, US",-79.242685,42.098856
40765358,HONG KONG RESTAURANT,Chinese,"williamsbridge road 1811 , NY, US",-73.861693,40.867794
41216675,NEW STAR COFFEE SHOP & DELI,Delicatessen,"bainbridge avenue 3150 , NY, US",-75.507589,42.295949
41704868,TABU,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","dyckman street 227 , NY, US",-73.626548,41.424932
41702813,"DUNKIN' DONUTS, BASKIN ROBBINS",Donuts,"13 avenue 7602 , NY, US",-77.735104,42.895631
41492204,CORCHO WINE ROOM,"Bottled beverages, including water, sodas, juices, etc.","dyckman street 227 , NY, US",-73.626548,41.424932
41369267,BUILDING ON BOND,American,"bond street 112 , NY, US",-75.4999,43.00035
41598070,VIA TRENTA,Italian,"30 avenue 3619 , NY, US",-77.735104,42.895631
50044592,CHICKEN/FRIES CONCESSION,Chicken,"penn plz 4 , NY, US",-75.4999,43.00035
50036613,RIB SHACK,American,"linden blvd 15706 , NY, US",-78.166161,42.875284
50001890,3 D'S LEGACY SALAD & GRILL,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","morris park avenue 445 , NY, US",-73.855468,40.848458
40948868,SALERNO PASTRY CAFE,Italian,"cross island parkway 15371 , NY, US",-73.667264,40.600556
50000040,D & Y RESTAURANT,Chinese,"7th ave 5616 , NY, US",-75.048745,43.01736
41388841,NEW JADE FLOWER OPEN KITCHEN,Chinese,"cropsey avenue 2567 , NY, US",-75.4999,43.00035
41031150,FIRST OASIS,Mediterranean,"4 avenue 9218 , NY, US",-77.735104,42.895631
50011889,NEW CHOI HEE II CHINESE RESTAURANT,Chinese,"grand ave 5907 , NY, US",-74.101897,40.617453
50009557,GRAND CANYON DINER,American,"7th ave 179 , NY, US",-74.864274,42.926938
41633994,METRO NUTRITION,"Juice, Smoothies, Fruit Salads","metropolitan avenue 5338 , NY, US",-75.4999,43.00035
41709800,ARIANITA'S RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","greene avenue 1576 , NY, US",-75.763044,42.3272
41383581,WINDIES RESTAURANT AND BAR,Caribbean,"jamaica avenue 21606 , NY, US",-73.805689,40.691492
50033935,BONCHON,Chicken,"broadway 2530 , NY, US",-75.4999,43.00035
50017177,ALNOOR HALAL DELI,Middle Eastern,"4th ave 710 , NY, US",-75.486183,43.400863
41654129,LIN GARDEN,Chinese,"20 avenue 6201 , NY, US",-77.735104,42.895631
50035907,BURRITO FELIZ,Mexican,"roosevelt ave 7907 , NY, US",-73.591908,40.682896
41365301,SLAVYANSKIY BAZAR,Russian,"coney island avenue 2013 , NY, US",-73.666011,40.599098
40844719,ROCCO'S ITALIAN SAUSAGES & PHILLY CHEESESTEAKS,Sandwiches,"northern boulevard 5010 , NY, US",-77.66138,42.346181
41670967,SUBWAY,Sandwiches,"avenue of americas 1285 , NY, US",-75.4999,43.00035
41559082,WOODSIDE PIZZA,Italian,"60 street 4406 , NY, US",-75.4999,43.00035
40548766,JOE'S SHANGHAI RESTAURANT,Chinese,"pell street 9 , NY, US",-75.4999,43.00035
41348662,SUBWAY,Sandwiches/Salads/Mixed Buffet,"port richmond avenue 786 , NY, US",-74.131157,40.640924
40377124,JP'S WATERSIDE RESTAURANT,Seafood,"minnieford ave 703 , NY, US",-75.4999,43.00035
41555602,VITHAS COFFEE SHOP,American,"locust avenue 305 , NY, US",-73.596051,40.876303
40534155,ODESSA,American,"avenue a 119 , NY, US",-76.9851,42.877189
40997950,BAGATELLE,French,"little west 12 street 1 , NY, US",-75.4999,43.00035
50034742,BLUJEEN,American,"frederick douglass blvd 2143 , NY, US",-75.4999,43.00035
40879245,GRAND HYATT NEW YORK HOTEL,American,"@ grand central 0 , NY, US",-74.283586,41.746444
41435053,BERRY PARK,American,"berry street 4-6 , NY, US",-75.4999,43.00035
41047941,SWEETWATER RESTAURANT,American,"north    6 street 105 , NY, US",-74.76814,41.71642
41674683,MASAGO BISTRO,Japanese,"nostrand avenue 766 , NY, US",-75.4999,43.00035
41483706,TIFERS RIVKA,Jewish/Kosher,"38 street 125763 , NY, US",-75.4999,43.00035
41641619,HALE & HEARTY,Soups & Sandwiches,"hudson street 350 , NY, US",-73.769358,42.243939
41128211,HARD ROCK CAFE,American,"broadway 1501 , NY, US",-75.4999,43.00035
41259517,SHINBASHI JAPANESE RESTAURANT,Japanese,"east 48 street 7 , NY, US",-75.4999,43.00035
40392724,JAIYA THAI ORIENTAL RESTAURANT,Thai,"third avenue 396 , NY, US",-75.4999,43.00035
41406341,NATURE'S GRILL,American,"3 avenue 7417 , NY, US",-77.735104,42.895631
50014338,HARMONY CAFE (LEHMAN COLLEGE)l,Caf̩/Coffee/Tea,"bedford park blvd w 250 , NY, US",-73.714965,41.223186
41418376,UNIONE RESTAURANT & BAR,American,"broadway 3628 , NY, US",-75.4999,43.00035
41490282,LE PARISIEN,French,"east   33 street 163 , NY, US",-75.4999,43.00035
50003079,BARILLA RESTAURANTS,Italian,"avenue of the americas 1290 , NY, US",-75.4999,43.00035
41598995,PARAISO AZTECA RESTAURANT,Mexican,"east   16 street 1681 , NY, US",-75.4999,43.00035
40513414,PADDY MAGUIRE'S ALE HOUSE,"Bottled beverages, including water, sodas, juices, etc.","third avenue 237 , NY, US",-75.4999,43.00035
40399136,ROCKEFELLER U/ABBY BLDG,American,"york avenue 1252 , NY, US",-77.885764,42.871088
50015671,LUCKY'S CAFE & RESTAURANT,American,"1st ave 591 , NY, US",-75.063395,43.029599
50001317,D'LILI BAKERY,Bakery,"w 207th st 526 , NY, US",-79.412233,42.155693
41643714,WIEN FAR KITCHEN,Chinese,"church avenue 4805 , NY, US",-75.4999,43.00035
41513545,THE FAT RADISH,English,"orchard street 17 , NY, US",-76.819495,42.165354
41495455,DUCK VILLAGE CHINESE RESTAURANT,Korean,"horace harding_expressway 22132 , NY, US",-74.736848,41.706406
50002899,BLACK DIAMOND COFFEE,Caf̩/Coffee/Tea,"east 5th st 2170 , NY, US",-79.241843,42.098098
40364443,CRIMINAL COURT BLDG CAFETERIA,American,"centre street 100 , NY, US",-73.698667,42.707604
40742999,DOMINO'S,Pizza,"graham avenue 183 , NY, US",-77.123153,42.799053
41281730,FRATELLIS,Italian,"1 avenue 1317 , NY, US",-77.735104,42.895631
41617871,O'DONOGHUE'S,American,"west   44 street 156 , NY, US",-75.4999,43.00035
50017076,MANGU GRILL RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","college point blvd 1503 , NY, US",-73.843641,40.784369
41306360,CRESCENT COFFEE SHOP,Mexican,"fulton street 3325 , NY, US",-76.42361,43.32924
50008669,NUMERO 28 PIZZERIA,Pizza/Italian,"2nd ave 176 , NY, US",-75.06503,43.029482
41547568,HAGANE HIBACHI & JAPANESE GRILL,Japanese,"crossbay boulevard 16102 , NY, US",-75.4999,43.00035
50018426,GOTAN,Mediterranean,"franklin st 130 , NY, US",-73.674268,40.70729
41421128,MARY O'S,American,"avenue a 32 , NY, US",-76.9851,42.877189
41366281,CARIBBEAN STYLE CUISINE,Caribbean,"rockaway boulevard 14507 , NY, US",-77.2805,42.6976
41596551,MI-NIDO TAVERN,"Bottled beverages, including water, sodas, juices, etc.","nagle avenue 148 , NY, US",-75.4999,43.00035
41344026,GANEY ORLY,Jewish/Kosher,"99 street 6537 , NY, US",-75.4999,43.00035
40483602,NEDERLANDER THEATER BA,American,"west   41 street 208 , NY, US",-75.4999,43.00035
50001970,CROWN FRIED CHICKEN,American,"broadway 1591 , NY, US",-75.4999,43.00035
50004815,SHAKA BURRITO,Mexican,"e 23rd st 210 , NY, US",-79.243924,42.111249
41639745,EL CARIBE RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","st nicholas avenue 1562 , NY, US",-75.099049,42.186889
41693350,CIELO AT THE MAYFAIR,Italian,"west   49 street 242 , NY, US",-75.4999,43.00035
41305627,STOP INN RESTAURANT & CAFE,American,"roosevelt avenue 6022 , NY, US",-73.591908,40.682896
40551996,HUNAN BALCONY,Chinese,"johnson avenue 3511 , NY, US",-73.485312,42.835103
41465455,HAPPY HOUSE,Chinese,"sutter avenue 1 , NY, US",-75.4999,43.00035
40392496,TARTINE,English,"west   11 street 253 , NY, US",-75.4999,43.00035
41386038,773 LOUNGE,American,"coney island avenue 773 , NY, US",-73.21246,40.775332
40576260,HECTOR'S CAFE & DINER,American,"little west   12 street 44 , NY, US",-75.4999,43.00035
41686535,NANKING,Asian,"rockaway boulevard 13407 , NY, US",-74.9853,42.99
50014836,EL COCOTERO,Spanish,"w 18th st 228 , NY, US",-78.451545,42.075371
40395313,MY THREE SONS RESTAURANT,American,"ft hamilton parkway 7121 , NY, US",-74.020054,40.624258
50043987,MIZU JAPANESE CUISINE,Japanese,"bedford ave 192 , NY, US",-73.692925,41.235924
50012784,WINGSTOP,Chicken,"fulton st 1270 , NY, US",-76.42361,43.32924
41303034,SUBWAY/RED MANGO,Sandwiches/Salads/Mixed Buffet,"university plaza 1 , NY, US",-73.717553,40.780984
41476697,VIEW OF THE WORLD TERRACE CLUB,American,"washington street 140 , NY, US",-74.419415,41.443146
50009919,KOSHER PIZZAMANIA CORP,Pizza,"vleigh pl 7749 , NY, US",-75.4999,43.00035
41385294,FAYE & KING JAMAICAN REST,Caribbean,"flatbush avenue 1417 , NY, US",-73.960624,40.6606
41222434,OLLIES 42ND,Chinese,"west   42 street 411 , NY, US",-75.4999,43.00035
41634185,EMPELLON COCINA,Mexican,"1 avenue 105 , NY, US",-77.733699,43.29725
40394720,AMBASSADOR DINING ROOM  AT SARATOGA FAMILY INN,American,"rockaway boulevard 17515 , NY, US",-75.4999,43.00035
41372368,HILTON EMPLOYEE CAFETERIA,American,"avenue of the americas 1335 , NY, US",-75.4999,43.00035
40943615,OTTO'S SHRUNKEN HEAD,American,"east   14 street 538 , NY, US",-75.4999,43.00035
41382991,SUBWAY,Sandwiches,"east  149 street 423 , NY, US",-75.4999,43.00035
40784405,CINNABON,Bakery,"queens boulevard 9015 , NY, US",-78.210376,43.280191
40589546,EL CHIVITO D'ORO III,Spanish,"37 avenue 8402 , NY, US",-77.735104,42.895631
41164643,YOGI RESTAURANT,Caribbean,"guy r brewer boulevard 10826 , NY, US",-75.059525,42.961991
50043199,LA BASE COFFE SHOP,Delicatessen,"w 169th st 10 , NY, US",-79.283417,42.104195
41162689,PEE DEE,Steak,"west  125 street 50 , NY, US",-75.4999,43.00035
50009320,SALT + CHARCOAL,Japanese,"grand street 171 , NY, US",-74.28174,41.746171
50010888,THE BEAN,Caf̩/Coffee/Tea,"bedford ave 101 , NY, US",-73.692925,41.235924
50004392,PETITE FLEURY BAKERY,Bakery,"flatlands ave 4630 , NY, US",-75.4999,43.00035
40655028,SNACKS-N-WHEELS/GREYHOUND FOOD SERVICE,American,"8 avenue 625 , NY, US",-77.735104,42.895631
50001837,THE P INSULA NEW YORK/ CLEMENT/ THE GOTHAM LOUNGE/ SALON DE NING,American,"fifth ave 700 , NY, US",-75.4999,43.00035
50016855,KABABISH,Pakistani,"broadway 7064 , NY, US",-75.4999,43.00035
41697107,MAMA'S COOKING,Caribbean,"beach   21 street 1044 , NY, US",-75.4999,43.00035
50037200,THE JUICE SHOP,"Juice, Smoothies, Fruit Salads","6th ave 688 , NY, US",-77.754144,42.903848000000004
41377427,EL ALMACEN,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","driggs avenue 557 , NY, US",-75.4999,43.00035
50052517,ETNO RESTAURANT INC,Bakery,"fresh pond rd 6714 , NY, US",-73.90347,40.707047
50001348,Nomura cafeteria( 25 th floor),American,"w 49 st 309 , NY, US",-79.261918,42.263902
41504943,THEE SEVEN SISTER'S,American,"ralph avenue 245 , NY, US",-75.4999,43.00035
40656139,TRIBECA ROOFTOP (10 DESBROSSES STREET),American,"canal street 480 , NY, US",-73.98705,41.909194
40662141,J AND D PIZZA,Pizza,"63 road 9853 , NY, US",-75.4999,43.00035
40400039,CAFE GITANE,Moroccan,"mott street 242 , NY, US",-74.461562,44.21148
41524468,STARBUCKS,Caf̩/Coffee/Tea,"lexington avenue 1491 , NY, US",-75.4999,43.00035
50045700,QUEENS SWEET YUMMY HOUSE,Chinese,"broadway 8313 , NY, US",-75.4999,43.00035
41025252,CAFE HENRI,French,"50 avenue 1010 , NY, US",-77.735104,42.895631
50037694,KISSENA KITCHEN,Vietnamese/Cambodian/Malaysia,"kissena blvd 4101 , NY, US",-75.4999,43.00035
50002202,BEA,American,"w 43rd street 403 , NY, US",-75.4999,43.00035
50004837,CHUCK E. CHEESE'S,Pizza,"exterior st 700 , NY, US",-75.4999,43.00035
41593187,ARBOR BISTRO,Asian,"west houston street 226 , NY, US",-75.4999,43.00035
50009159,BLACK SEED,American,"elizabeth st 170 , NY, US",-73.585257,44.219318
40852754,THE WILLIAMSBRIDGE TAVERN,American,"williamsbridge rd 1556 , NY, US",-73.861693,40.867794
40365226,NOSTRAND DONUT SHOP,Donuts,"nostrand avenue 1449 , NY, US",-75.4999,43.00035
50005295,LIVING ROOMRESTAURANT AND LOUNGE,Middle Eastern,"avenue u 178 , NY, US",-77.735104,42.895631
50000172,CRAZY WILLYS BAR,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","jamaica ave 11710 , NY, US",-73.805689,40.691492
50033955,CROWN CHICKEN & BISCUIT,Chicken,"rockaway ave 152 , NY, US",-75.4999,43.00035
50034901,SUPERIOR CAFE,American,"madison ave 1490 , NY, US",-75.384446,42.929572
41301327,STEINY'S PUB,American,"hyatt street 3 , NY, US",-75.4999,43.00035
41503714,MISS KOREA,Korean,"west   32 street 10 , NY, US",-75.4999,43.00035
50017850,MR CHI NOODLE,Chinese/Japanese,"w 58th st 1 , NY, US",-79.241967,42.094663
50007874,vapor lounge,American,"e tremont ave 3758 , NY, US",-73.905735,40.849288
41539199,CHESTNUTS KING,Nuts/Confectionary,"main street 4140 , NY, US",-76.060523,42.194624
50046501,NICKY'S PIZZA RESTAURANT,Pizza,"bainbridge ave 3070 , NY, US",-75.507589,42.295949
40951864,FULTON AVE CAFE,American,"fulton avenue 1276 , NY, US",-76.42361,43.32924
41628478,KFC,Chicken,"cross bay boulevard 15850 , NY, US",-74.314444,44.222226
40401864,NELLY'S CAFE,Spanish,"37 avenue 1012 , NY, US",-77.735104,42.895631
50040878,PANINI EXPRESS,American,"jfk int'l airport TERMINAL 1 , NY, US",-73.79111,40.64306
40394840,THE UPPER CRUST,American,"horatio street 91 , NY, US",-75.4999,43.00035
41473931,WHISKEY REBEL,American,"lexington avenue 129 , NY, US",-75.4999,43.00035
41641302,JALOPY TAVERN,American,"columbia street 317 , NY, US",-75.040953,43.004383
40875955,CHASE EDR,American,"park avenue 270 , NY, US",-75.4999,43.00035
41072012,TOMATO AND BASIL PIZZA,Pizza/Italian,"4 avenue 226 , NY, US",-77.790869,43.339879
50044766,WISEFISH POKE,Hawaiian,"w 19th st 263 , NY, US",-78.452506,42.07536
41274186,DIEGO'S PIZZA & RESTAURANT,Pizza,"jerome avenue 1995 , NY, US",-75.4999,43.00035
41473636,HECHO EN DUMBO,Mexican,"bowery 354 , NY, US",-75.4999,43.00035
50012335,THE BAO,Chinese,"saint marks pl 13 , NY, US",-75.971563,43.486401
40386612,WHITE CASTLE,Hamburgers,"northern boulevard 21317 , NY, US",-77.66138,42.346181
41467470,"DUNKIN' DONUTS, BASKIN ROBBINS",Donuts,"rockaway parkway 241 , NY, US",-75.4999,43.00035
41615149,GOLDEN STARS PIZZA,Jewish/Kosher,"16 avenue 4305 , NY, US",-77.735104,42.895631
50047966,BAGEL BELLY,Bagels/Pretzels,"3rd ave 114 , NY, US",-75.066068,43.028855
41332853,MARIO'S SNACK SHOP,American,"teller avenue 1160 , NY, US",-76.5422,42.929176
41566403,AGORA TAVERNA,Greek,"austin street 7009 , NY, US",-75.4999,43.00035
40534870,RAJ MAHAL INDIAN RESTAURANT,Indian,"east    6 street 322 , NY, US",-75.4999,43.00035
41571051,DACTA BIRD CUISINE,Caribbean,"utica avenue 531 , NY, US",-75.222321,43.120726
41231138,PETE'S RESTAURANT & DONUT SHOP,Caf̩/Coffee/Tea,"east tremont avenue 3725 , NY, US",-73.905735,40.849288
41280929,LAND & SEA RESTAURANT,American,"broadway 5535 , NY, US",-75.4999,43.00035
50053094,HAN PALACE RESTAURANT,Chinese,"e broadway 39 , NY, US",-75.4999,43.00035
50040554,GOURMET GARDEN 8,Chinese,"dekalb ave 108 , NY, US",-75.324258,44.490935
41004578,BETTOLA,Italian,"amsterdam avenue 412 , NY, US",-73.884377,42.997948
41589950,BARBONCINO,Pizza,"franklin avenue 781 , NY, US",-73.675953,40.707457
50002702,BO'S KITCHEN & BAR ROOM,American,"west 24 street 6 , NY, US",-75.4999,43.00035
50000720,TASTE OF CHINA,Chinese,"20th ave 7824 , NY, US",-77.746404,42.912227
41008857,KRISS WEST INDIAN RESTAURANT,Caribbean,"farmers boulevard 11204 , NY, US",-73.768393,41.483691
41394680,LA BAGUETTE SHOP,Bakery,"jamaica avenue 19109 , NY, US",-73.805689,40.691492
50016112,ANTOJITOS ECUATORIANOS,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","fulton st 3398 , NY, US",-76.42361,43.32924
41547298,FRAUNCES TAVERN,American,"pearl street 54 , NY, US",-75.4999,43.00035
41399812,JOE:THE ART OF COFFEE,Caf̩/Coffee/Tea,"columbus avenue 514 , NY, US",-75.03685,42.932627
41380323,GREAT WALL BAYSIDE,Chinese,"32 avenue 19919 , NY, US",-77.735104,42.895631
41689246,CITY ISLAND CHINESE RESTAURANT,Chinese,"city island avenue 8486 , NY, US",-73.783125,40.838232
41019613,FOOD WORLD,American,"east   46 street 20 , NY, US",-75.4999,43.00035
