"CAMIS","DBA","CUISINE.DESCRIPTION","full.address","lon","lat"
50044201,"SALUD RESTAURANT","Tapas","3rd ave 7204 , NY, US",-73.9906154,40.7286292
50035145,"SOFT SPOT BAR","American","bedford ave 128 , NY, US",-73.9562276,40.7194311
41307383,"ROBERTA'S","Pizza","bogart street 43 , NY, US",-73.9334459,40.7051147
41271417,"SOUTH OF FRANCE","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","westchester avenue 1800 , NY, US",-73.8661373,40.8317407
40672603,"FAILTE","Irish","2 avenue 531 , NY, US",-73.9782092,40.7420543
50004148,"CHIPOTLE MEXICAN GRILL","Mexican","university pl aka 24 e 12th st 88 , NY, US",-73.9901187,40.7327517
50009615,"HIBACHI MASTER","Japanese","5th ave 8512 , NY, US",-73.9729109,40.7644781
41683812,"SUNRISE RESTAURANT","Chinese","eldridge street 50 , NY, US",-73.9928056,40.7159957
50034499,"BURGER KING","Hamburgers","e 116th st 154 , NY, US",-73.941451,40.7983216
40365709,"IL VAGABONDO RESTAURANT","Italian","east   62 street 351 , NY, US",-73.9611787,40.7619226
41395582,"MCNALLY JACKSON CAFE","Caf̩/Coffee/Tea","prince street 52 , NY, US",-73.9960773,40.7233716
41566334,"THE ANCHORED INN","American","waterbury street 57 , NY, US",-73.9372767,40.7091373
41375359,"SIENA","Jewish/Kosher","kings highway 533 , NY, US",-73.9697048,40.6046778
50054122,"Ronnie's Cafe","Caf̩/Coffee/Tea","164th st 6921 , NY, US",-73.804619,40.7324916
50037138,"LUEN HOP","Chinese","irving ave 469 , NY, US",-73.907991,40.695645
50037778,"T-SWIRL CREPE","Japanese","e 14th st 247 , NY, US",-73.9850905,40.7326369
41682808,"JOSIE'S BAR","American","east    6 street 520 , NY, US",-73.9829446,40.7248426
41645110,"SILVER PALACE","Chinese","broadway 3438 , NY, US",-73.9524498,40.8229059
50048943,"DBSK","Korean","farrington st 3367 , NY, US",-73.8316508,40.7648952
41498400,"THE BEDFORD","American","bedford avenue 110 , NY, US",-73.9556054,40.720057
40661045,"NEWS BAR","Caf̩/Coffee/Tea","university place 107 , NY, US",-73.9922609,40.7341429
50001285,"CLUB PACC - Y & B ENTERTAINMENT MANOR","Korean","prince strret 3509 , NY, US",-73.8331604,40.7637883
41395428,"STAND 420 (BIG APPLE BREWS)","American","roosevelt avenue 126 , NY, US",-73.8247108,40.7607527
41567020,"GREENSTREETS SALADS","Salads","irving avenue 67 , NY, US",-73.9237873,40.7046283
50000935,"CHECKERS","American","pennsylvania avenue 797 , NY, US",-73.8898143,40.6583695
50034521,"KRYSTAL'S PASTRY SHOP","Bakery","roosevelt ave 5407 , NY, US",-73.910211,40.744997
41419342,"57'S ALL AMERICAN GRILL","American","francis lewis boulevard 3345 , NY, US",-73.7894418,40.7663634
40401250,"CELESTE'S SNACK BAR","American","white plains road 2028 , NY, US",-73.867474,40.851044
50039446,"NAMASTE RESTAURANT & CAFE","Indian","hillside ave 25811 , NY, US",-73.7098009,40.7372184
50046863,"COCINA DEL SUR","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","w 38th st 40 , NY, US",-73.9846637,40.7515198
41455231,"SUBWAY","Sandwiches","jamaica avenue 16814 , NY, US",-73.7920426,40.7062508
41574435,"PANDA KING HOUSE","Chinese","jamaica avenue 7508 , NY, US",-73.8661936,40.6912999
40644922,"MANA","Vegetarian","amsterdam avenue 646 , NY, US",-73.9727729,40.7912726
41244494,"SCHNITZI SCHNITZEL BAR","Jewish/Kosher","coney island ave 1299 , NY, US",-73.9650952,40.6259685
41495817,"NEW CHINA GARDEN","Chinese","nereid avenue 724 , NY, US",-73.8533437,40.8978179
41706173,"PICK-A-BAGEL","American","murray street 251 , NY, US",-74.0155102,40.7155198
41502796,"CURRY KITCHEN","Indian","west    8 street 40 , NY, US",-73.9984186,40.7329256
40609678,"BURGER KING","Hamburgers","hylan boulevard 2800 , NY, US",-74.1151666,40.5639234
41642682,"CROWN FRIED CHICKEN","Chicken","amsterdam avenue 2021 , NY, US",-73.9403643,40.8348177
41475502,"GMC TEMAXCAL DELI & GROCERY","Mexican","park avenue 163 , NY, US",-73.9729553,40.6964204
41440921,"TUSCAN HILLS","Italian","queens boulevard 11520 , NY, US",-73.8340859,40.7159829
41363151,"HO MAY RESTAURANT","Chinese","decatur street 638 , NY, US",-73.9170446,40.6831946
40626708,"LA MIRABELLE RESTAURANT","French","west   86 street 102 , NY, US",-73.9726169,40.7863558
41582648,"THE IRISH EXIT","Irish","2 avenue 978 , NY, US",-73.9674536,40.7557762
50012243,"DUMPLING GALAXY","Chinese","main st 4235 , NY, US",-73.8276945,40.7546369
41519582,"CHINA KING","Chinese","bradley avenue 14 , NY, US",-74.1326375,40.6119267
41562412,"EL RANCHO BURRITOS","Tex-Mex","west   45 street 359 , NY, US",-73.9907769,40.7603019
50043976,"DELLA","Italian","prospect ave 1238 , NY, US",-73.976575,40.652805
40719669,"GENNARO'S CATERING HALL","Italian","13 avenue 6602 , NY, US",-74.0025249,40.6254108
50007904,"KEILLY'S CHINESE RESTAURANT","Chinese","14th ave 13211 , NY, US",-73.836115,40.7862734
50047274,"EL GUSTICO DOMINICANO RESTAURANT & BAR","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","3rd ave 2488 , NY, US",-73.9347313,40.80525
40689838,"SMOKE","American","broadway 2751 , NY, US",-73.968266,40.8011473
40400129,"LA CARIDAD RESTAURANT","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","amsterdam avenue 2092 , NY, US",-73.939373,40.837052
40365546,"REBEN LUNCHEONETTE","American","havemeyer street 229 , NY, US",-73.9590059,40.7090147
50036516,"TONIGHT LOUNGE","Asian","maple ave 13174 , NY, US",-73.8329823,40.753514
40391857,"LA STRADA RESTAURANT","Italian","new dorp lane 139 , NY, US",-74.1155662,40.5738609
40400890,"STARTING GATE","American","woodside avenue 5910 , NY, US",-73.9052986,40.745151
41583686,"OLD BAKU","Eastern European","ditmas avenue 115 , NY, US",-73.9775125,40.635873
41531114,"WALTER KERR THEATRE","American","west   48 street 219 , NY, US",-73.9856673,40.760724
50012597,"JADE GARDEN","Chinese","linden blvd 9627 , NY, US",-73.8396021,40.6742194
50050447,"TACO TODAY","Mexican","1st ave 1659 , NY, US",-73.9493546,40.7773135
40560074,"M & M BAR & GRILL","American","st nicholas avenue 1218 , NY, US",-73.9383113,40.8427309
41026847,"LOBO","Tex-Mex","court street 218 , NY, US",-73.994126,40.6865809
50006762,"DZIUPLA","Polish","bedford ave 194 , NY, US",-73.9582656,40.7175632
50045565,"THAI WOK","Thai","madison ave 1406 , NY, US",-73.9536856,40.7881659
50047212,"FALAFEL CORNER","Mediterranean","degraw st 720 , NY, US",-73.9799364,40.6777074
50000606,"VEKSLERS","American","hicks street 521 , NY, US",-74.0004369,40.6853008
50012694,"SARKU JAPAN","Japanese","baychester ave 200 , NY, US",-73.8275005,40.8642044
41352400,"SITIO FUSION","Peruvian","31 street 3555 , NY, US",-73.929336,40.756621
50035660,"ROCCOS","Pizza","7th ave 162 , NY, US",-73.9974193,40.7421817
41080745,"METROPOLITAN ROOM","American","west   22 street 34 , NY, US",-73.992067,40.741462
50007321,"NEW DRAGON SEA CHINESE RESTAURANT","Chinese","crotona ave 2302 , NY, US",-73.884413,40.851982
40983698,"YUCA BAR & RESTAURANT","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","avenue a 111 , NY, US",-73.9836212,40.7262059
40781869,"PONTICELLO BAYBRIDGE PIZZERIA & RESTAURANT","Pizza/Italian","cross island parkway 20818 , NY, US",-73.7852779,40.7884114
41444809,"PRINT RESTAURANT/PRESS LOUNGE/BANQUET KITCHEN","American","11 avenue 653 , NY, US",-73.995987,40.7645693
50010938,"MEXZZARELLA PIZZA","Pizza","soundview ave 553 , NY, US",-73.8612759,40.8164577
40375521,"LINDY'S","American","7 avenue 825 , NY, US",-73.9813814,40.7630615
41608825,"STARBUCKS","Caf̩/Coffee/Tea","east   69 street 345 , NY, US",-73.957714,40.7661653
41207574,"NICA TRATTORIA","Italian","east   84 street 354 , NY, US",-73.9507765,40.775633
50050587,"CAFEINE","Other","frederick douglass blvd 2124 , NY, US",-73.9557423,40.8034355
50013522,"BREWKLYN GRIND COFFEE","Caf̩/Coffee/Tea","myrtle ave 557 , NY, US",-73.96193,40.694121
41242241,"GOLDEN KRUST CARIBBEAN BAKERY & GRILL","Caribbean","8 avenue 601 , NY, US",-73.991352,40.755652
40401453,"JAKE'S DILEMMA","American","amsterdam avenue 430 , NY, US",-73.9778055,40.7843675
50046794,"AUNT GINNY'S","Other","woodward ave 652 , NY, US",-73.9070719,40.705586
50032742,"KING TAI","American","bergen st 1095 , NY, US",-73.9494859,40.676208
50049649,"31 LILY'S","Other","oliver st 31 , NY, US",-73.9980282,40.7120956
41330867,"POPEYES LOUISIANA KITCHEN","Chicken","west   14 street 47 , NY, US",-73.9957459,40.7371913
50037784,"5 SENSES","Korean","w 32nd st 9 , NY, US",-73.9860601,40.7476844
41451247,"THE LONG ROOM","Irish","west   44 street 120 , NY, US",-73.9843318,40.7563739
50018354,"FAMOUS FRESH SUPER TACO & GRILL INC","Chinese","avenue x 253 , NY, US",-73.973471,40.5903819
50009920,"YOFRESH NEW YORK","Ice Cream, Gelato, Yogurt, Ices","5th ave 4724 , NY, US",-73.9636138,40.7771891
41627325,"NEW H.K. TEA AND SUSHI","Chinese/Japanese","86 street 2033 , NY, US",-73.9972164,40.6042434
50001866,"THE THREE DIAMOND DOOR","American","knickerbocker ave 211 , NY, US",-73.926153,40.703515
41401739,"SAGITARIO BAKERY","American","roosevelt avenue 8201 , NY, US",-73.8838391,40.7479045
50018565,"TACO BELL","Tex-Mex","e 174th st 961 , NY, US",-73.8831171,40.8379311
50050754,"SUBWAY","Sandwiches","fresh pond rd 6122 , NY, US",-73.901525,40.7138647
50051662,"TARALLUCCI E VINO","Italian","e 28th st 44 , NY, US",-73.984734,40.7433685
41406311,"SPOLEM","Caf̩/Coffee/Tea","fresh pond road 6630 , NY, US",-73.8980559,40.7080438
50006423,"OISHI BAY SUSHI RESTAURANT","Japanese","e 29th st 232 , NY, US",-73.9788813,40.7419218
41657196,"MILE END SANDWICH","Delicatessen","bond street 53 , NY, US",-73.9927614,40.7257253
41396559,"WASHINGTON COMMONS","American","park place 434 , NY, US",-73.9636359,40.675433
40552366,"GIGI'S PIZZERIA","Pizza","francis lewis boulevard 2009 , NY, US",-73.8020864,40.780034
50035536,"SEMSOM","Mediterranean","broadway 740 , NY, US",-73.9927387,40.7297656
50038368,"GINO'S PIZZERIA OF FOREST HILLS","Pizza","selfridge st 6675 , NY, US",-73.8569133,40.7172562
50011238,"WAN ZHONG WANG","Chinese","60th st 773 , NY, US",-73.9588566,40.7591836
41561140,"COTTA","Italian","columbus avenue 513 , NY, US",-73.9726086,40.7855227
41215422,"JALISCO TACO'S","Tex-Mex","st anns avenue 214 , NY, US",-73.9175174,40.8062551
40729264,"PLAYWRIGHT TAVERN","Irish","west   35 street 27 , NY, US",-73.9853544,40.7498662
50000881,"ROSARINA BAKERY","Bakery","broadway 5219 , NY, US",-73.9095787,40.8750751
50035323,"CROWN FRIED CHICKEN","Chicken","malcolm x blvd 229 , NY, US",-73.947543,40.8056569
41690338,"TEA BAR","Caf̩/Coffee/Tea","driggs avenue 506 , NY, US",-73.955557,40.718171
41366646,"SUBWAY","Sandwiches","pitkin avenue 1685 , NY, US",-73.911078,40.6698144
41673033,"LEFT FIELD CONCESSION STAND","American","richmond terrace 75 , NY, US",-74.0764379,40.6453515
40550666,"LITE DELIGHTS","American","east houston street 51 , NY, US",-73.9946193,40.7245547
50036526,"SUBWAY","Sandwiches","108th st 6429 , NY, US",-73.8488233,40.7322455
50001671,"HILL AND BAY","American","2nd avenue 581 , NY, US",-73.9771706,40.7435137
41705337,"GALLERY BAR","American","broadway 10561058 , NY, US",-73.96172,40.8108347
41672700,"BROOKLYN SWIRL","Ice Cream, Gelato, Yogurt, Ices","marcus garvey boulevard 445 , NY, US",-73.9376973,40.6819404
50041619,"IRIE CARIBBEAN KITCHEN & BAKERY","Caribbean","utica ave 126 , NY, US",-73.9308013,40.6746349
41570230,"FP PATISSERIE","French","west   58 street 1 , NY, US",-73.9742747,40.7642202
50045289,"KIM PO RESTAURANT","Chinese","farmers blvd 11006 , NY, US",-73.7665129,40.7026595
41588814,"MONTELEONE BAKERY CAFE","Bakery","court street 355 , NY, US",-73.9958064,40.6819722
41423962,"MIX","Chinese","61 street 730 , NY, US",-73.9582291,40.7596494
41549759,"CHIPOTLE MEXICAN GRILL","Mexican","west   56 street 235 , NY, US",-73.9825834,40.7659773
41632471,"GIOVANNIS BROOKLYN EATS","Italian","8 avenue 1657 , NY, US",-73.9580482,40.8008317
41580537,"TRATTORIA ZERO OTTO NOVE II","Italian","west   21 street 15 , NY, US",-73.9915684,40.7408377
50036738,"JADE GARDEN","Chinese","lefferts blvd 11103 , NY, US",-73.820969,40.680388
41529523,"POPEYES LOUISIANA KITCHEN","Chicken","linden boulevard 736 , NY, US",-73.9308999,40.6534402
41233156,"FLAVORS","American","whitehall street 27 , NY, US",-74.0126638,40.703459
41398172,"SATYR GRILL","American","cypress avenue 1109 , NY, US",-73.909392,40.7019893
41450639,"CHINA ONE RESTAURANT","Chinese","irving avenue 199 , NY, US",-73.9185681,40.7016322
40799593,"SING SING KARAOKE","Other","avenue a 81 , NY, US",-73.9845147,40.7251929
50046783,"JAGANA FAMILY KENNEDY FRIED CHICKEN","American","boston rd 1375 , NY, US",-73.8977146,40.8330686
50011980,"NEWKIRK FRUIT","Fruits/Vegetables","newkirk plz 17 , NY, US",-73.9625882,40.6347936
50048378,"VIN SUR VINGT","Other","w 84th st 66 , NY, US",-73.9729196,40.7849207
41684536,"THE BEER GARDEN","American","victory boulevard 1883 , NY, US",-74.126548,40.6130571
41471562,"ORNELLA TRATTORIA ITALIANA","Italian","23 avenue 2917 , NY, US",-73.8748956,40.7682345
50054136,"FORDHAM U - SALT & SESAME AT FACULTY MEMORIAL HALL","Caf̩/Coffee/Tea","e fordham rd 441 , NY, US",-73.8892354,40.8612275
50008665,"SUBWAY","Sandwiches","e fordham rd 440 , NY, US",-73.8899284,40.8605766
50034313,"WHITSONS CULINARY GROUP AT GSS ROSE HOUSE","Other","shepherd ave 280 , NY, US",-73.881923,40.6775075
50044513,"BT4 AISLE B","American","penn plz 4 , NY, US",-73.9937515,40.7507042
50015317,"168 TEA LLC","Juice, Smoothies, Fruit Salads","102nd st 4112B , NY, US",-73.8635198,40.7480842
40592406,"MCDONALD'S","Hamburgers","rockaway boulevard 16605 , NY, US",-73.7738442,40.6601387
41568374,"WINDSOR CAFE","American","prospect park west 220 , NY, US",-73.9808291,40.6601687
40981540,"FALUCKA","American","bleecker street 162 , NY, US",-74.0002545,40.7285176
41670350,"BREW COFFEEHOUSE","Caf̩/Coffee/Tea","philip avenue 3217 , NY, US",-73.8177945,40.8309152
41230776,"KAM SHING CHINESE RESTAURANT","Chinese","avenue h 1608 , NY, US",-73.9609864,40.6298817
50010479,"WENDY'S","American","broadway 650 , NY, US",-73.9952771,40.7266692
40956001,"UMI SUSHI JAPANESE CUISINE","Japanese","east   31 street 118 , NY, US",-73.9818877,40.7445979
50040819,"SUBWAY","Sandwiches","ferry terminal dr 9 , NY, US",-74.0729629,40.6438266
50036036,"TONE CAFE","Bakery","e 17th st 134 , NY, US",-73.9866716,40.7353601
50014998,"BURGER VILLAGE","Hamburgers","7th ave 222 , NY, US",-73.9956972,40.7440601
40365361,"THE PRINCETON CLUB","American","west   43 street 15 , NY, US",-73.9812628,40.7547198
41084776,"CHIPOTLE MEXICAN GRILL","Tex-Mex","6 avenue 680 , NY, US",-73.9932791,40.741702
40864277,"GALLAGHER'S 2000","American","37 street 4319 , NY, US",-73.9275075,40.745193
50011657,"SPICE","Thai","1st ave 71 , NY, US",-73.9871821,40.7255239
41719668,"CHINESE FOOD RESTAURANT","Chinese","queens boulevard 7700 , NY, US",-73.8862885,40.738039
50046503,"HALFTIME GRILL","Jewish/Kosher","flatbush ave 2112 , NY, US",-73.9325193,40.6183126
41505828,"SUMA SUSHI","Japanese","amsterdam avenue 964 , NY, US",-73.9653365,40.8015006
50047071,"IL POSTINO","Pizza/Italian","65th pl 5376 , NY, US",-73.9005025,40.7292549
41321220,"JOHNNY'S CAFE","Polish","fresh pond road 6039 , NY, US",-73.901256,40.7160534
50037963,"GUARO DOMINICAN RESTAURANT","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","37th ave 10701 , NY, US",-73.8610757,40.754105
50018506,"PESCADA","Jewish/Kosher","avenue p 507-509 , NY, US",-73.9686884,40.6094233
41233476,"Boqueria","Spanish","west   19 street 53 , NY, US",-73.9937318,40.74026
50005689,"BROOKLYN WINE YARD","American","fulton st 1114 , NY, US",-73.9564753,40.6810711
40998586,"TRUMP BAR","American","5 avenue 725 , NY, US",-73.973794,40.7624283
50016840,"PAPA JOHN'S, LAWRENCE FRIED CHICKEN","American","lawrence st 146 , NY, US",-73.9864408,40.6917943
41675807,"THE OWL FARM","American","9 street 297 , NY, US",-73.9872673,40.7291991
50011145,"15 FLAVORS","Ice Cream, Gelato, Yogurt, Ices","e tremont ave 3815 , NY, US",-73.8203302,40.8246344
40591271,"101 DELI","Delicatessen","rockaway beach boulevard 10016 , NY, US",-73.8216685,40.5838039
50034756,"THE LATE LATE","American","e houston st 159 , NY, US",-73.989091,40.7228373
41401623,"TOWERS CAFE","American","north portland avenue 100 , NY, US",-73.9766915,40.6950956
41142173,"EL COFRE RESTAURANT","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","myrtle avenue 454 , NY, US",-73.967313,40.6931202
50014059,"RED LOBSTER","Seafood","queens blvd 8801 , NY, US",-73.8747611,40.7353074
40928150,"TONY'S DI NAPOLI","Italian","west 43rd street 147 , NY, US",-73.9854018,40.7565018
41600677,"XO TASTE","Chinese","elizabeth street 41 , NY, US",-73.9969652,40.7170283
41234471,"TALK OF THE TOWN RESTAURANT","Indian","72 street 3721 , NY, US",-73.8935493,40.7480732
50007460,"KRUST PIZZA","Pizza","e 14th st 226 , NY, US",-73.9862061,40.7326152
40534067,"BURGER KING","Hamburgers","82 street 3707 , NY, US",-73.884016,40.749439
41549885,"GOOD TASTE CHINESE RESTAURANT","Chinese","boston road 3416 , NY, US",-73.8500031,40.8758265
41596222,"TACO BELL","American","northern boulevard 6012 , NY, US",-73.9018074,40.7535786
40380432,"THE BITTER END","American","bleecker street 147 , NY, US",-73.9991763,40.728369
41604869,"LA NUEVA ESTRELLA PIZZA AND DELI GROCERY","Spanish","west  230 street 219 , NY, US",-73.9068542,40.8774122
41512966,"CHINA WOK","Chinese","lenox avenue 454 , NY, US",-73.9419192,40.8125091
50003262,"NANO","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","tenth ave 691 , NY, US",-73.993348,40.763101
41491151,"TINY'S GIANT SANDWICH SHOP","Sandwiches","rivington street 129 , NY, US",-73.9869773,40.7195346
50036849,"ENERGY FUEL","Sandwiches","4th ave 9522 , NY, US",-74.0315551,40.6155636
50000226,"GREEN GARDEN HEALTH FOODS","Juice, Smoothies, Fruit Salads","white plains rd 3543 , NY, US",-73.8656428,40.8785336
41533970,"DUNKIN' DONUTS","American","grand concourse road 2370 , NY, US",-73.898652,40.8592212
41456579,"SUBWAY","Sandwiches","church avenue 2011 , NY, US",-73.9605517,40.6503312
40747050,"SAMARIA PIZZA","Pizza","broadway 2107 , NY, US",-73.9817252,40.7799944
41456844,"BAM CINEMA CONCESSION STAND","Other","lafayette avenue 30 , NY, US",-73.9776999,40.6864669
41584936,"FAMOUS AMADEUS PIZZA","Pizza/Italian","8 avenue 840 , NY, US",-73.9853784,40.7624081
50048012,"PIE VERSUS CAKE","American","30th ave 3520 , NY, US",-73.917654,40.764861
50047614,"CROWN FRIED CHICKEN","Chicken","fulton st 3149 , NY, US",-73.8787486,40.68197
50016457,"ACADEMY CAFE","American","college point blvd 3029 , NY, US",-73.8395539,40.7673565
40394518,"MATEUS RESTAURANT","Portuguese","jamaica avenue 22205 , NY, US",-73.732315,40.720725
50003174,"BOILERMAKER","American","e 1st st 72 , NY, US",-73.9885633,40.7234639
50015333,"SNATCH & GO INTERNET CAFE & JUICE BAR","Juice, Smoothies, Fruit Salads","church ave 3410 , NY, US",-73.9453734,40.6508107
50044401,"PORTABLE CHEF","American","3rd ave 2191 , NY, US",-73.938037,40.800025
40365789,"PATSY'S ITALIAN RESTAURANT","Italian","west   56 street 236 , NY, US",-73.9828008,40.7655508
40962072,"RARYTAS MANOR","Eastern European","metropolitan avenue 5509 , NY, US",-73.9084374,40.7132341
41627217,"ANJAPPAR","Indian","lexington avenue 116 , NY, US",-73.9827678,40.7425977
50000988,"BAGELS ON BARTOW","American","bartow ave 2033 , NY, US",-73.8288151,40.8695505
50018456,"NATIVE BEAN","American","avenue a 36B , NY, US",-73.9852132,40.7234564
41447329,"PANDA","Chinese","rockaway boulevard 14611 , NY, US",-73.7909297,40.6734894
40752494,"APPLEBEE'S","American","bartow avenue 2276 , NY, US",-73.8263328,40.8662088
50016722,"NEW KING WORK NY INC","Other","4th ave 4724 , NY, US",-74.0115753,40.647799
41162796,"ABC KITCHEN","American","east   18 street 35 , NY, US",-73.9894937,40.7379058
40869841,"GIOIOSA CAFFE EXPRESSO","Caf̩/Coffee/Tea","20 avenue 6814 , NY, US",-73.9881728,40.6146246
41660537,"AMERICAN BAR","American","1 avenue 1471 , NY, US",-73.9540669,40.7709033
50009353,"VIVI BUBBLE TEA","Caf̩/Coffee/Tea","hester st 183 , NY, US",-73.9974159,40.7181288
50018589,"ZHEN GOOD TASTE","Chinese","69th st 5961 , NY, US",-73.8927403,40.7218615
41184311,"WINSTON & TEE EXPRESS JERK CHICKEN AND CARIBBEAN","Caribbean","park avenue 1257 , NY, US",-73.9516029,40.787245
41352628,"SUBWAY","Sandwiches","jfk int'l airport 0 , NY, US",-73.7781391,40.6413111
50010472,"ROSE CASTLE","Jewish/Kosher","flushing ave 380 , NY, US",-73.9591779,40.6983724
41363953,"GRAMERCY TERRACE (GRAMERCY PARK HOTEL)","American","lexington avenue 2 , NY, US",-73.985895,40.7385531
41405163,"OASIS CAFE","Mediterranean","coney island avenue 2689 , NY, US",-73.9603775,40.5910115
41617377,"STARBUCKS","Caf̩/Coffee/Tea","broadway 1585 , NY, US",-73.9855511,40.7599901
41432143,"DALY'S PUB","American","31 street 3186 , NY, US",-73.9254238,40.7624069
40391174,"BELLO RESTAURANT","Italian","9 avenue 863 , NY, US",-73.986521,40.767623
50052136,"NOVELTY NACHOS","American","w 231st st 318 , NY, US",-73.9089624,40.8809855
50039035,"TEA & TEA CAFE","Caf̩/Coffee/Tea","7th ave 427 , NY, US",-73.990675,40.750451
50012369,"LA CUESTA","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","liberty ave 582 , NY, US",-73.888355,40.6754679
41668300,"GIRELLO","Italian","north moore street 16 , NY, US",-74.007032,40.7196857
41169998,"TONY'S PIZZA, JERK CHICKEN AND FISH","Caribbean","utica avenue 312 , NY, US",-73.9314385,40.6673091
41719800,"SALSA Y SALSA","Mexican","seventh avenue 206 , NY, US",-73.9964013,40.7433946
41604906,"PICCOLO FIORE","Italian","east   44 street 230 , NY, US",-73.9721395,40.7512764
41704624,"PREMIUM SWEETS & RESTAURANT","Indian","starling avenue 2104 , NY, US",-73.8548693,40.8359395
50000867,"TABATA 2 JAPANESE NOODLE RESTAURANT","Japanese","8th ave 557 , NY, US",-73.992015,40.754742
50042652,"CAFE NOI","Caf̩/Coffee/Tea","amsterdam ave 387 , NY, US",-73.9782862,40.7827637
50045591,"A&S Crown Fried Chicken","Chicken","rockaway blvd 14620 , NY, US",-73.7909281,40.6732013
50037538,"BK BAGELS","Caf̩/Coffee/Tea","broadway 1120 , NY, US",-73.9891098,40.7432252
50034109,"CHEN XIN LUNG CHINESE RESTAURANT","Chinese","dyre ave 3828B , NY, US",-73.8309873,40.8889299
