"CAMIS","DBA","CUISINE.DESCRIPTION","full.address","lon","lat"
41644000,"DEATH AVE","American","10 avenue 315 , NY, US",NA,NA
40980650,"ISAAC'S COFFEE SHOP","Caf̩/Coffee/Tea","avenue k 3001 , NY, US",NA,NA
41251802,"LETY BAKERY","Bakery","37 avenue 7707 , NY, US",NA,NA
50004769,"CROWN FRIED CHICKEN","Chicken","ralph ave 235 , NY, US",NA,NA
40920992,"GATSBY'S","American","spring street 53 , NY, US",NA,NA
41637524,"IHOP","Pancakes/Waffles","lexngton ave 2082 , NY, US",NA,NA
50003360,"GROUND CENTRAL COFFEE COMPANY","Caf̩/Coffee/Tea","east 52 street 155 , NY, US",NA,NA
50010252,"PRANZO","Italian","water st 34 , NY, US",NA,NA
50035271,"I BAKERY 18","Bakery","18th ave 7118 , NY, US",NA,NA
41344075,"SONNIER & CASTLE","American","west   48 street 554 , NY, US",NA,NA
50043898,"WU LA BU HUAN","Chinese","7th ave 6102 , NY, US",NA,NA
40364286,"PLAZA BAGELS & DELI","Bagels/Pretzels","new dorp plaza 73 , NY, US",NA,NA
41607749,"NEW GREAT WALL RESTAURANT","Chinese","5 avenue 4425 , NY, US",NA,NA
41639519,"JUS FISHY","Caribbean","flatbush avenue 555 , NY, US",NA,NA
41623654,"TOP TASTE RESTAURANT","Chinese","8 avenue 6307 , NY, US",NA,NA
50002268,"DUNKIN' DONUTS","Donuts","union turnpike 188-23 , NY, US",NA,NA
41628363,"L' CHAIM CAFE","Turkish","avenue k 1017 , NY, US",NA,NA
41717983,"SUBWAY","Sandwiches","165 street 8902 , NY, US",NA,NA
41696374,"CRC CAFE","American","york avenue 1248 , NY, US",NA,NA
41071980,"CELLINI","Italian","east   54 street 65 , NY, US",NA,NA
41532181,"GREAT TASTE DUMPLING","Chinese","8 avenue 4317 , NY, US",NA,NA
41687136,"TOP THAI RESTAURANT","Thai","4 avenue 8510 , NY, US",NA,NA
50017060,"WONTON NOODLE GARDEN","Chinese","mott st 56 , NY, US",NA,NA
40868810,"TAJ DONUT SHOP","Donuts","165 street 8915 , NY, US",NA,NA
50007471,"COCO FRESH TEA & JUICE","Caf̩/Coffee/Tea","bell blvd 4540 , NY, US",NA,NA
41017390,"EUROPAN CAFE","Sandwiches/Salads/Mixed Buffet","8 avenue 672 , NY, US",NA,NA
41554812,"MI PEQUENA CHOLULA DELI RESTAURANTE","Mexican","myrtle avenue 1481 , NY, US",NA,NA
41272917,"BAR GREAT HARRY","American","smith street 280 , NY, US",NA,NA
41457867,"TOLMAS","Jewish/Kosher","vleigh place 7763 , NY, US",NA,NA
41586160,"NEW CHINA TUNG RESTAURANT","Chinese","5 avenue 140 , NY, US",NA,NA
50035042,"CHIPOTLE MEXICAN GRILL","Tex-Mex","3rd ave 906 , NY, US",NA,NA
41313451,"DUNKIN' DONUTS, BASKIN ROBBINS","Donuts","2 avenue 476 , NY, US",NA,NA
50047910,"MAMOUN'S FALAFEL","Middle Eastern","saint marks pl 30 , NY, US",NA,NA
40995536,"TABOON","Mediterranean","10th avenue 773 , NY, US",NA,NA
41246521,"ORIGINAL MIKE'S PIZZA","Pizza","fulton street 3337 , NY, US",NA,NA
50043322,"THE CRUS-Z FAMILY RESTAURANT","Mexican","roosevelt ave 8709 , NY, US",NA,NA
41086770,"STITCH BAR","American","west   37 street 247 , NY, US",NA,NA
50007620,"Chaamlex","Thai","lexington ave 34 , NY, US",NA,NA
50032685,"FAMILY CHEF RESTAURANT & PIZZERIA","Spanish","ogden ave 1381 , NY, US",NA,NA
40810476,"FUNTOPIA USA","American","metropolitan avenue 6626 , NY, US",NA,NA
50000377,"STEINWAY RESTAURANT","American","ditmars boulevard 10205 , NY, US",NA,NA
41602382,"BARNES & NOBLE CAFE","Caf̩/Coffee/Tea","broadway 2289 , NY, US",NA,NA
40397886,"LANDMARK COFFEE SHOP","American","grand street 158 , NY, US",NA,NA
40512074,"ALFONSO'S PASTRY SHOPPE","Bakery","amboy road 4366 , NY, US",NA,NA
41665001,"M.A'S FISH & CHIPS PLUS","Soul Food","nostrand avenue 508 , NY, US",NA,NA
50004490,"NEW UNITED II","Chinese","rockaway ave 53 , NY, US",NA,NA
50038120,"SHUN WON FLUSHING","Chinese","main st 4127 , NY, US",NA,NA
50044956,"BARRY'S BOOTCAMP","Juice, Smoothies, Fruit Salads","2nd ave 1216 , NY, US",NA,NA
40560896,"YAKITORI TAISHO","Japanese","st marks place 5 , NY, US",NA,NA
40944982,"NEW GOOD TASTE CHINESE RESTAURANT","Chinese","broadway 3371 , NY, US",NA,NA
50002764,"NEW GRACE CHINESE RESTAURANT","Chinese","myrtle ave 545 , NY, US",NA,NA
50033192,"KAM SHING","Chinese","nostrand ave 2099 , NY, US",NA,NA
41191810,"CARACAS AREPA BAR","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","east    7 street 939312 , NY, US",NA,NA
40928088,"CHARLENA CHATEAU","Caribbean","church ave 3820 , NY, US",NA,NA
41666100,"DAR 525","Mediterranean","grand street 525 , NY, US",NA,NA
50010049,"SUBWAY","Sandwiches/Salads/Mixed Buffet","lexington ave 1205 , NY, US",NA,NA
40668596,"FRESCO BAR CAFE RESTAURANT","Greek","northern boulevard 19202 , NY, US",NA,NA
41363275,"POPEYES LOUISIANA KITCHEN","Chicken","86 street 2010 , NY, US",NA,NA
50015118,"SUN IN BLOOM","Vegetarian","church st 165 , NY, US",NA,NA
50017475,"EL PARROQUENO RESTAURANT","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","44th avenue 10203A , NY, US",NA,NA
50043971,"VIOLET'S BAKE SHOPPE","Bakery","austin st 7236 , NY, US",NA,NA
41639326,"ALIADA","Greek","broadway 2919 , NY, US",NA,NA
41468453,"THE 13TH STEP","American","2 avenue 149 , NY, US",NA,NA
50042295,"TAQUERIA DIANA","Mexican","6th ave 601 , NY, US",NA,NA
50037155,"PARKWAY DINER","American","douglaston pkwy 4425 , NY, US",NA,NA
41702619,"MARKET CAFE","American","east   53 street 153 , NY, US",NA,NA
50051451,"TROPICAL SMOOTHIE CAFE","American","richmond ave 1650 , NY, US",NA,NA
40401810,"LOS ARRIEROS RESTAURANT","Spanish","roosevelt avenue 7602 , NY, US",NA,NA
50038877,"HALAL DYNASTY CHINESE & MALAYSIAN RESTAURANT","Chinese","hillside ave 17233A , NY, US",NA,NA
40593844,"THE ORIGINAL PIZZA OF 4TH AVE","Pizza","4 avenue 6823 , NY, US",NA,NA
41624715,"TOLOACHE","Mexican","east   82 street 166 , NY, US",NA,NA
41651482,"LULU & PO","American","carlton avenue 154 , NY, US",NA,NA
50014563,"FACEBOOK","American","broadway 770 , NY, US",NA,NA
50002079,"ONOMEA","Hawaiian","havemeyer street 84 , NY, US",NA,NA
50000460,"ALEX TACOS","Mexican","e. tremont ave 744 , NY, US",NA,NA
50014038,"MI MEXICO LINDO","Mexican","southern blvd 587 , NY, US",NA,NA
41419101,"CHELTON'S BAR AND GRILL (DOUBLETREE BY HILTON)","American","west   29 street 128 , NY, US",NA,NA
40958954,"ELENA-43- RESTAURANT","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","francis lewis boulevard 8948 , NY, US",NA,NA
50001738,"NEW YORK DOG HOUSE","American","30 avenue 37-06 , NY, US",NA,NA
41597953,"WOLF AND DEER BROOKLYN","American","5 avenue 74 , NY, US",NA,NA
41271523,"EL COYOTE BAR","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","junction boulevard 4502 , NY, US",NA,NA
41677117,"SAMUELS TOP RANKING FISH SHOP","Caribbean","church avenue 3315 , NY, US",NA,NA
50005142,"EMPIRE STEAKHOUSE","Steak","w 54th st 237 , NY, US",NA,NA
41378141,"DILEO'S PIZZERIA","Pizza/Italian","victory boulevard 2491 , NY, US",NA,NA
41191856,"THE MEAN FIDDLER","American","west   47 street 266 , NY, US",NA,NA
50007240,"CASABLANCA BAR & GRILL","Caribbean","flatbush ave 1810 , NY, US",NA,NA
41456863,"THE MAD DONKEY","American","36 avenue 3207 , NY, US",NA,NA
41044538,"COOL ICE","Ice Cream, Gelato, Yogurt, Ices","victory boulevard 1872 , NY, US",NA,NA
41311922,"HAPPY FRESH TORTILLA GRILL","Tex-Mex","7 avenue 299 , NY, US",NA,NA
50050220,"JUICE FIT","Juice, Smoothies, Fruit Salads","amsterdam ave 55 , NY, US",NA,NA
50048104,"KING WOK","Chinese","northern blvd 24825 , NY, US",NA,NA
50018956,"ROB & TONY'S PIZZERIA","Pizza/Italian","grand ave 6635 , NY, US",NA,NA
41435736,"LIU WRAC WELLNESS CENTER","Juice, Smoothies, Fruit Salads","university plaza 1 , NY, US",NA,NA
50018793,"NEW GOLDEN DRAGON CHINESE RESTAURANT","Chinese","w 145th st 398A , NY, US",NA,NA
40602670,"SOBA-YA","Japanese","east    9 street 229 , NY, US",NA,NA
41721364,"SUBWAY","Sandwiches","west houston street 228 , NY, US",NA,NA
41322735,"THE TEN BELLS","French","broome street 247 , NY, US",NA,NA
40668700,"TRACK KITCHEN","American","rockaway boulevard 11000 , NY, US",NA,NA
41707956,"SABABA LOUNGE","Middle Eastern","86 street 1412 , NY, US",NA,NA
41196542,"STARBUCKS COFFEE","Caf̩/Coffee/Tea","5 avenue 373 , NY, US",NA,NA
40393688,"EL MOLINO ROJO RESTAURANT","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","east  161 street 101 , NY, US",NA,NA
40399359,"JOHN & TONYS PIZZA","Pizza/Italian","1 avenue 1097 , NY, US",NA,NA
40369954,"VOLARE RESTAURANT","Italian","west fourth street 147 , NY, US",NA,NA
41228172,"NATSUMI","Japanese","west   50 street 226 , NY, US",NA,NA
41003679,"TEEDA THAI CUISINE","Thai","columbia street 218 , NY, US",NA,NA
40956726,"EAST MEETS WEST","Chinese","beach  129 street 421 , NY, US",NA,NA
41218950,"GREENWICH TREEHOUSE","American","greenwich avenue 46 , NY, US",NA,NA
41339492,"VSTRECHA","Russian","20 avenue 842123 , NY, US",NA,NA
41502639,"STROKOS","Delicatessen","st nicholas avenue 1121 , NY, US",NA,NA
41547917,"DUE PONTI RISTORANTE ITALIANO","Italian","powells cove boulevard 15411 , NY, US",NA,NA
50005885,"BURRITO BAR LA ESQUINA","Mexican","e 6th st 344 , NY, US",NA,NA
50006278,"HAPPY BONES","Caf̩/Coffee/Tea","broome st 394 , NY, US",NA,NA
40379026,"FLAMINGO","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","roosevelt avenue 8512 , NY, US",NA,NA
41282799,"HUCKLEBERRY BAR","American","grand street 588 , NY, US",NA,NA
41089821,"SOUTH FIN GRILL/THE VANDERBILT","Italian","father capodanno bouleva 300 , NY, US",NA,NA
41113515,"FORTUNATA'S II","Pizza","knickerbocker avenue 305 , NY, US",NA,NA
41698687,"FLORINDA RESTAURANT","Spanish","prospect avenue 656 , NY, US",NA,NA
41589585,"PIZZALICIOUS","American","nostrand avenue 1675 , NY, US",NA,NA
50039705,"WOOPS! BAKESHOP","Caf̩/Coffee/Tea","worth st 93 , NY, US",NA,NA
40696959,"JAMAICAN FLAVORS","Caribbean","jamaica avenue 16417 , NY, US",NA,NA
50034726,"EUROPAN CAFE (GATE 12)","Caf̩/Coffee/Tea","jfk international airport NKA , NY, US",NA,NA
40652017,"PIZZA D'AMORE","Pizza","bay parkway 8949 , NY, US",NA,NA
41180080,"WOLFGANG'S STEAKHOUSE","Steak","greenwich street 409 , NY, US",NA,NA
41581031,"SUBWAY","Sandwiches/Salads/Mixed Buffet","lexington avenue 692 , NY, US",NA,NA
50048506,"BLOSSOM ICE CREAM","Ice Cream, Gelato, Yogurt, Ices","court st 196 , NY, US",NA,NA
50033352,"NEW CHINA GARDEN","Chinese","69th ave 16412 , NY, US",NA,NA
41298790,"SERAFINA AT TIME HOTEL","Italian","west 49 street 224 , NY, US",NA,NA
40811416,"AU BON PAIN","Sandwiches/Salads/Mixed Buffet","broad street 60 , NY, US",NA,NA
40661232,"BELMORA PIZZA & RESTAURANT","Pizza","east   57 street 139 , NY, US",NA,NA
50045643,"EL ENCUENTRO RESTAURANT BAR CORP","Spanish","e gun hill rd 352 , NY, US",NA,NA
40400473,"DOMINO'S","Pizza","west   23 street 170 , NY, US",NA,NA
41609186,"PIER 53 COFFEE & SANDWICH SHOP","American","2 avenue 5313 , NY, US",NA,NA
40577241,"ROYAL BAKERY & ROTI SHOP","Caribbean","nostrand avenue 618 , NY, US",NA,NA
41053879,"BOND 45 ITALIAN KITCHEN STEAK & SEAFOOD","Steak","west   45 street 154 , NY, US",NA,NA
50013890,"CASA DEL CHEF BISTRO","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","64th st 3906 1/2 , NY, US",NA,NA
40949441,"THE SEA GRILL","Seafood","west   49 street 19 , NY, US",NA,NA
50006776,"CAMDEN FOOD COMPANY","Sandwiches/Salads/Mixed Buffet","airport terminal 4 NA , NY, US",NA,NA
41404956,"EL COYOTE RESTAURANT","Mexican","northern boulevard 8018 , NY, US",NA,NA
41461629,"LOS BALBUENA RESTAURANT","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","ryer avenue 2376 , NY, US",NA,NA
41450097,"NU HOTEL","American","smith street 85 , NY, US",NA,NA
50051818,"GOOD DAY PLAY CAFE","Caf̩/Coffee/Tea","35th ave 20803 , NY, US",NA,NA
41719995,"TASTI D-LITE","Ice Cream, Gelato, Yogurt, Ices","amsterdam avenue 523 , NY, US",NA,NA
41647039,"MAX","German","30 avenue 4702 , NY, US",NA,NA
50045218,"SHOKU JAPAN EXPRESS","Asian","jamaica ave 14720 , NY, US",NA,NA
41721390,"TUTTLES","American","2 avenue 735 , NY, US",NA,NA
50041204,"SUHSI SUKI","Japanese","york ave 1577 , NY, US",NA,NA
41505331,"HOT SHOTZ SPORTS BAR I","American","amboy road 6323 , NY, US",NA,NA
41657236,"POPEYES LOUISIANA KITCHEN","American","atlantic avenue 1994 , NY, US",NA,NA
50009465,"HILTON GARDEN INN- MANHATTAN- MIDTOWN EAST","American","e 52nd st 206 , NY, US",NA,NA
41178998,"BESSEMER TRUST CO","American","5 avenue 630 , NY, US",NA,NA
41572605,"NEW SUNFLOWER","Chinese","gerard avenue 900 , NY, US",NA,NA
50045458,"ROUND 2 CAFE","Caribbean","utica ave 1165 , NY, US",NA,NA
50000011,"BIRCH","Caf̩/Coffee/Tea","columbus ave 750 , NY, US",NA,NA
41176008,"CHINA CHALET","Chinese","amboy road 4326 , NY, US",NA,NA
41248845,"CAFE CHILI","Thai","court street 172 , NY, US",NA,NA
41700356,"DUNKIN' DONUTS","Donuts","york avenue 1571 , NY, US",NA,NA
41646135,"CLYDE FRAZIER'S WINE AND DINE","American","west   37 street 505 , NY, US",NA,NA
50045243,"FANCY CAKES BAKERY","Chinese","kings hwy 264 , NY, US",NA,NA
50040128,"LION PAVILION HOT POT","Chinese","39th ave 13676 , NY, US",NA,NA
41625593,"CRISPY PIZZA","Italian","richmond terrace 782 , NY, US",NA,NA
41168101,"MUSCAT CAFE","Jewish/Kosher","union turnpike 17805 , NY, US",NA,NA
41488795,"BRISAS DEL MAR SEAFOOD MARKET","Seafood","lexington avenue 1785-1787 , NY, US",NA,NA
50033771,"BAROQUE","American","steinway st 1944 , NY, US",NA,NA
41722071,"BLUE MOUNTAIN GRILL","Caribbean","white plains road 3257 , NY, US",NA,NA
50045542,"NEW PEKING RESTAURANT","Chinese","franklin ave 837A , NY, US",NA,NA
50043448,"MARIO BY MARY","Sandwiches/Salads/Mixed Buffet","penn plz 2 , NY, US",NA,NA
40972714,"302 BAR","Spanish","irving avenue 302 , NY, US",NA,NA
50005923,"SUPER STAR KTV","Chinese","sanford ave 13158 , NY, US",NA,NA
50004629,"TROPICAL JERK","Caribbean","40th ave 1209 , NY, US",NA,NA
41610929,"DOS TOROS TAQUERIA","Tex-Mex","lexington avenue 1111 , NY, US",NA,NA
50053593,"HESTER STREET CAFE","Other","bowery 235 , NY, US",NA,NA
40385852,"SAM'S PLACE","Italian","east   39 street 132 , NY, US",NA,NA
50005128,"SMOOCHA","American","5th ave 315 , NY, US",NA,NA
50051272,"JUICE PRESS @ EQUINOX","Juice, Smoothies, Fruit Salads","2nd ave 1429 , NY, US",NA,NA
50001201,"PORTO BELLO PIZZERIA & RESTAURANT","Pizza","ditmars blvd 43-18 , NY, US",NA,NA
50032975,"CHIPOTLE MEXICAN GRILL","Mexican","3rd ave 4760 , NY, US",NA,NA
41286452,"CAFE KATJA","Eastern European","orchard street 79 , NY, US",NA,NA
41557136,"FUJI HANA RESTAURANT","Jewish/Kosher","avenue u 512 , NY, US",NA,NA
50005469,"LITTLE CAESARS","Pizza","boston rd 3533 , NY, US",NA,NA
50033471,"VINTAGE CURRY","Bangladeshi","168th pl 8777 , NY, US",NA,NA
41130819,"TARALLUCCI E VINO","Italian","east 18 street 15 , NY, US",NA,NA
41615530,"INTOTEA","Caf̩/Coffee/Tea","gates avenue 163 , NY, US",NA,NA
41669940,"STARBUCKS","Caf̩/Coffee/Tea","guy r brewer boulevard 9420 , NY, US",NA,NA
41633964,"GLORIA PIZZA","Pizza","queens boulevard 10822 , NY, US",NA,NA
50047594,"ROWS RESTAURANT","Caribbean","tompkins ave 310 , NY, US",NA,NA
41653405,"JUBILEE","French","1st ave 946948 , NY, US",NA,NA
50006471,"NIPPORI JAPANESE RESTAURANT","Japanese","w 51st 245 , NY, US",NA,NA
41658762,"JOE BROADWAYS BILLIARDS","American","forest avenue 2178 , NY, US",NA,NA
40510647,"ROTI CORNER RESTAURANT","Caribbean","hillside avenue 18018 , NY, US",NA,NA
40369869,"JIM BRADY'S RESTAURANT","Irish","maiden lane 75 , NY, US",NA,NA
50005224,"Bouley Botanical","French","white st 35 , NY, US",NA,NA
50006796,"LA PARADA II RESTAURANT","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","4th ave 5911 , NY, US",NA,NA
40372631,"YANKEE JZ PIZZA","Pizza","westchester avenue 1599 , NY, US",NA,NA
41385282,"LALI'S RESTAURANT","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","10 avenue 630 , NY, US",NA,NA
41292992,"KOUZAN","Japanese","amsterdam avenue 685 , NY, US",NA,NA
41697900,"EASY CORNER RESTAURANT & GRILL","Caribbean","west  136 street 101 , NY, US",NA,NA
50000200,"GRAND FORTUNE CUISINE","Chinese","ave u 202 , NY, US",NA,NA
50001621,"MR. CHAN'S CHINESE CUISINE","Chinese","stratton street 30-21 , NY, US",NA,NA
50044535,"HAWKERS","Asian","e 14th st 225 , NY, US",NA,NA
40578731,"STARBUCKS","Caf̩/Coffee/Tea","3 avenue 639 , NY, US",NA,NA
40836801,"CONNOLLY'S","Irish","west   45 street 121 , NY, US",NA,NA
50037279,"LILY THAI RESTAURANT","Thai","grand st 615 , NY, US",NA,NA
50002422,"TAGLIERE","Pizza","jfk international airport 000 , NY, US",NA,NA
41279611,"PINKBERRY","Ice Cream, Gelato, Yogurt, Ices","broadway 2873 , NY, US",NA,NA
40921141,"ALBERTO'S","Italian","metropolitan ave 9831 , NY, US",NA,NA
50043574,"TEPEYAC GROCERY","Mexican","knickerbocker ave 191 , NY, US",NA,NA
40620726,"NINO'S RESTAURANT","Italian","1 avenue 1354 , NY, US",NA,NA
41646963,"DEL RIO DINER","American","kings highway 166 , NY, US",NA,NA
41609423,"SRI THAI CAFE","Thai","grand street 795 , NY, US",NA,NA
50001807,"MONARCH","American","6th ave 960 , NY, US",NA,NA
41458716,"101 CAFE","American","101 avenue 9805 , NY, US",NA,NA
41256363,"PANDA GARDEN","Chinese","corona avenue 10718 , NY, US",NA,NA
41624840,"MINA'S PIZZA","Pizza","hollis avenue 19819 , NY, US",NA,NA
41608836,"PONTE VECCHIO","Italian","4 avenue 8810 , NY, US",NA,NA
41270642,"DUNKIN' DONUTS","Donuts","court street 383 , NY, US",NA,NA
41221266,"THAI SON","Vietnamese/Cambodian/Malaysia","74 street 4010 , NY, US",NA,NA
50003332,"DYKER PARK BAGELS","Bagels/Pretzels","hylan blvd 1728 , NY, US",NA,NA
50041843,"SUSHI SEKI","Japanese","w 46th st 365 , NY, US",NA,NA
40364863,"SERENDIPITY 3","American","east   60 street 225 , NY, US",NA,NA
50002745,"ILILI BOX","Mediterranean","flat iron public plaza north NKA , NY, US",NA,NA
41656943,"SUBWAY","Sandwiches/Salads/Mixed Buffet","3 avenue 875 , NY, US",NA,NA
50033317,"DAI HING RESTAURANT","Chinese","sutphin blvd 8785 , NY, US",NA,NA
50039218,"WALDORF ASTORIA HOTEL(EMPLOYEE CAFETERIA)","American","park ave 301 , NY, US",NA,NA
50051941,"GOOD FELLAS PIZZA SHACK","Other","bronx river ave 1413 , NY, US",NA,NA
40664018,"IFH EL BUFFET RESTAURANT  ALBERTO'S MOFONGO HOUSE","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","dyckman street 217 , NY, US",NA,NA
50009096,"ABALEH","Mediterranean","2nd ave 1611 , NY, US",NA,NA
41400142,"IHOP","American","east  174 street 961 , NY, US",NA,NA
41543813,"SERGIMMO SALUMERIA","Italian","9 avenue 456 , NY, US",NA,NA
41176174,"RIPOSO 46","Italian","9 avenue 667 , NY, US",NA,NA
50016759,"EL GRAND CHEF RESTAURANT & PIZZERIA","Spanish","e tremont ave 237 , NY, US",NA,NA
50016357,"HAMPTON INN, UNITED NATIONS","American","e 43rd st 231 , NY, US",NA,NA
41713457,"M & W BAKERY","Bakery","east broadway 25 , NY, US",NA,NA
50006977,"WANG'S GREAT WALL","Chinese","grand st 384 , NY, US",NA,NA
50005693,"LEE'S RESTAURANT","Chinese","e 187th st 626 , NY, US",NA,NA
41488662,"PONTE EN FORMA","American","ellis avenue 2168 , NY, US",NA,NA
50040553,"MI-TEA","Asian","3rd ave 7104 , NY, US",NA,NA
50007880,"MANDARIN ORIENTAL HOTEL-ASIATE","Asian","columbus circle at 60th street 80 , NY, US",NA,NA
40701525,"SKADDEN ARPS, SLATE","American","times square 4 , NY, US",NA,NA
40376635,"TRIPOLI RESTAURANT/SWALLOW CAFE","Mediterranean","atlantic avenue 156 , NY, US",NA,NA
40840124,"GURRA CAFE","Caf̩/Coffee/Tea","arthur avenue 2325 , NY, US",NA,NA
50012109,"RAVAGH PERSIAN GRILL","Middle Eastern","1st ave 1135 , NY, US",NA,NA
41532133,"4O KNOTS","American","columbia street 200 , NY, US",NA,NA
50014887,"MANHATTAN BRICK OVEN PIZZA & GRILL","Pizza","3rd ave 1159 , NY, US",NA,NA
50010182,"ASTOR ROW CAFE","Caf̩/Coffee/Tea","malcolm x blvd 404 , NY, US",NA,NA
50011493,"PLANET SMOOTHIE","Juice, Smoothies, Fruit Salads","penn plz 1 , NY, US",NA,NA
41541795,"BBQ VILLAGE","Korean","northern boulevard 15726 , NY, US",NA,NA
41477468,"SHANGHAI ASIAN MANOR","Chinese","mott street 21 , NY, US",NA,NA
40554349,"LA FAMILIA RESTAURANT","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","4 avenue 938 , NY, US",NA,NA
41563029,"PATOUG RESTAURANT & CATERING","Middle Eastern","horace harding expressway 22006 , NY, US",NA,NA
50018749,"L' VIOLET RESTAURANT & LOUNGE","Spanish","e tremont ave 535 , NY, US",NA,NA
41231634,"HUSH CAFE LOUNGE & GARDEN","Eastern European","grand avenue 7010 , NY, US",NA,NA
41313540,"DUNKIN' DONUTS, BASKIN ROBBINS","Donuts","3 avenue 355 , NY, US",NA,NA
50016791,"DOU MAN JIANG BBQ RESTAURANT","Asian","main st 3714 , NY, US",NA,NA
41702645,"TIN CUP CAFE","Caf̩/Coffee/Tea","4 avenue 719 , NY, US",NA,NA
41594755,"AMPLE HILLS CREAMERY","Ice Cream, Gelato, Yogurt, Ices","vanderbilt avenue 623 , NY, US",NA,NA
40377630,"JOHNS CAFE & RESTURANT","American","second avenue 823 , NY, US",NA,NA
41573267,"SIMPLY FOOD","American","west   51 street 5 , NY, US",NA,NA
41376328,"CHIMICHURRI GRILL","Latin (Cuban, Dominican, Puerto Rican, South & Central American)","9 avenue 609 , NY, US",NA,NA
41111038,"COLOMBIAN RESTAURANT & BAKERY","Bakery","4 avenue 4823 , NY, US",NA,NA
41431171,"SHAHI DARBAR","Indian","258 street 8347 , NY, US",NA,NA
41558287,"CHANG HENG","Chinese","willoughby street 54 , NY, US",NA,NA
50009898,"EL GRAN MALECON RESTAURANT","Spanish","knickerbocker ave 234 , NY, US",NA,NA
41543465,"Konditori","Caf̩/Coffee/Tea","5 avenue 186 , NY, US",NA,NA
40396159,"CARMINE'S","Italian","west   44 street 200 , NY, US",NA,NA
50048659,"SUBSATIONAL","Jewish/Kosher","coney island ave 1928 , NY, US",NA,NA
40372485,"VETERANS OF FOREIGN WARS POST #107 CANTEEN","American","gerritsen avenue 2414 , NY, US",NA,NA
40400355,"T.G.I. FRIDAY'S","American","plumb    2 street 2761 , NY, US",NA,NA
40573101,"NEW WAH KITCHEN","Chinese","westchester avenue 1474 , NY, US",NA,NA
50035904,"FOOD KING CHINESE RESTAURANT","Chinese","10th ave 694 , NY, US",NA,NA
41722851,"DESNUDA CEVICHERIA","Peruvian","south    1 street 221 , NY, US",NA,NA
40979119,"DUNKIN' DONUTS","Donuts","stuyvesant place 97 , NY, US",NA,NA
41574968,"PHAYUL RESTAURANT","Asian","74 street 3765 , NY, US",NA,NA
