CAMIS,DBA,CUISINE.DESCRIPTION,full.address,lon,lat
41564856,MASHALLAH SWEETS AND RESTAURANT,Pakistani,"coney island avenue 663 , NY, US",-73.969049,40.6412431
41178032,BIN NO 220,American,"front street 220 , NY, US",-74.00242779999999,40.707572
41198352,TAQUERIA EL GALLO AZTECA,Mexican,"victory boulevard 75 , NY, US",-74.0787314,40.6384247
50035021,PALMYRA,Mediterranean,"coney island ave 2663 , NY, US",-73.96042059999999,40.5918568
50033676,CAFE ARTE,American,"pine st 20 , NY, US",-74.0097298,40.7077299
41453821,TRIPLE SHOT WORLD ATLAS,Caf̩/Coffee/Tea,"clinton street 3739 , NY, US",-78.7456847,42.8560898
50048673,ISTRIA SPORT CLUB,Eastern European,"astoria blvd 2809 , NY, US",-73.9203268,40.7708883
50046570,CAFE ARTE,Sandwiches/Salads/Mixed Buffet,"pearl st 74 , NY, US",-74.0104776,40.7037389
41013992,MCDONALD'S,Hamburgers,"bruckner boulevard 1865 , NY, US",-73.8616419,40.82636
41379322,ARRIBA ARRIBA,Mexican,"queens boulevard 4015 , NY, US",-73.9234638,40.7441008
50037264,CAFFE BENE,Caf̩/Coffee/Tea,"5th ave 8614 , NY, US",-73.9729109,40.7644781
41710319,YANG GARDEN,Chinese,"west  187 street 816 , NY, US",-73.9375621,40.85512490000001
40587376,METRO GRILL,American,"west   35 street 45 , NY, US",-73.9859914,40.750143
50002734,SALZA PIZZA,Pizza,"woodside ave 73-17 , NY, US",-73.8909886,40.7432982
41043971,DUNKIN' DONUTS,Donuts,"east  149 street 843 , NY, US",-73.9047859,40.8125519
50036672,BAREBURGER,American,"w 57th st 313 , NY, US",-73.9834587,40.7672671
50050665,8TH WONDER JUICE BAR,"Juice, Smoothies, Fruit Salads","2nd ave 370 , NY, US",-73.98146899999999,40.7368146
50017944,TRE OTTO,Italian,"madison ave 1410 , NY, US",-73.95360629999999,40.7884052
41004767,SUBWAY,Sandwiches,"31 street 360305 , NY, US",-73.92108619999999,40.7672719
50001895,JAMBA JUICE,American,"rockefeller plaza 30 , NY, US",-73.97933739999999,40.7589632
50046937,BS COFFEE SHOP,Delicatessen,"36th ave 2106 , NY, US",-73.93664919999999,40.7596296
41591157,DELFINI RESTAURANT,American,"tiffany street 500 , NY, US",-73.8897664,40.8100507
40390232,CHO-SEN GARDEN,Jewish/Kosher,"108 street 6443 , NY, US",-73.848728499999993,40.7319579
41598066,JUNG SIK,Korean,"harrison street 6 , NY, US",-74.00912579999999,40.7188314
40876932,CARVEL ICE CREAM,"Ice Cream, Gelato, Yogurt, Ices","31 avenue 7565 , NY, US",-73.89208789999999,40.760344
41698771,YUMMY YUMMY BROOKLYN,Chinese,"rockaway parkway 1349 , NY, US",-73.9039559,40.646969
41091568,POPEYES LOUISIANA KITCHEN,Chicken,"west  231 street 205 , NY, US",-73.90503199999999,40.879323
41681758,CAFE FRESCO,American,"east   60 street 205 , NY, US",-73.9655126,40.7621449
41459621,GINO'S BRICK OVEN PIZZA & TRATTORIA,Pizza,"flatbush avenue 548550 , NY, US",-73.9441461,40.6295097
41349744,SUBWAY,Sandwiches,"flatbush avenue 2101 , NY, US",-73.93198009999999,40.6185062
41249343,STARBUCKS,Caf̩/Coffee/Tea,"metro tech 6 , NY, US",-73.9887421,40.6950064
50006817,SPIEGEL,Moroccan,"1st ave 26 , NY, US",-73.9877463,40.7236857
50017819,MALAI MARKE,Indian,"e 6th st 318 , NY, US",-73.98765019999999,40.7268512
41371387,FAIRFIELD INN,American,"college point boulevard 2866 , NY, US",-73.84437559999999,40.771499
50005760,BLUESTONE LAKESIDE CAFE,American,"east drive 171 , NY, US",-73.9648424,40.657621
50007424,CALEXICO,Mexican,"5th ave 278B , NY, US",-73.98235199999999,40.6742813
41349101,JOE'S PIZZA,Pizza,"prospect park west 259 , NY, US",-73.9815835,40.6585596
40763046,THE HALF KING,American,"west 23 street 505507 , NY, US",-73.9984832,40.7452994
41053329,GOLDEN CHICKEN,Chicken,"hillside avenue 17944 , NY, US",-73.78278519999999,40.71263039999999
50001049,COMFORT INN,American,"west 48th street 548 , NY, US",-73.9949611,40.7641571
40400641,TOUCH OF DEE'S,American,"lenox avenue 657 , NY, US",-73.9373746,40.8190415
40372426,DAZIES RESTAURANT,Italian,"queens boulevard 3941 , NY, US",-73.9245566,40.7441786
41486332,IL TRIANGOLO,Italian,"corona avenue 9601 , NY, US",-73.86726469999999,40.7422879
50010076,WENDY'S,Hamburgers,"whitestone expy 13350 , NY, US",-73.8357609,40.7690664
41447492,JIMBO'S HAMBURGER PALACE,American,"east  163 street 1025 , NY, US",-73.8921842,40.8211957
41509875,LAKRUWANA SRI LANKA UNDER ONE ROOF,Indian,"bay street 668 , NY, US",-74.0754164,40.6257125
41709604,TEXAS CHICKEN & BURGERS,Chicken,"broadway 3486 , NY, US",-73.9512472,40.8246131
50051397,DALY PIE,Bakery,"vanderbilt ave 665 , NY, US",-73.968668,40.6769288
50040521,FAMOUS NEW YORK PIZZA,Pizza/Italian,"jersey st 430 , NY, US",-74.08735,40.6377151
40511852,DOMINO'S,Pizza,"third avenue 1993 , NY, US",-73.9427316,40.7937194
41583007,LA PEQUENA TASTE OF ITALY PIZZERIA,Italian,"90 street 3772 , NY, US",-73.8767563,40.7485825
50050373,MARGARITA ISLAND INC,Other,"bowery st 1105 , NY, US",-73.9792552,40.5748549
40698788,JUICE GENERATION,"Juice, Smoothies, Fruit Salads","ninth avenue 644 , NY, US",-73.990816,40.7603966
50051937,K.C. TAQUERIA COFFEE SHOP,Mexican,"fresh pond rd 6722 , NY, US",-73.8965961,40.7052041
41094459,PIZZA & PASTA CITY,Pizza/Italian,"108 street 6444 , NY, US",-73.8493218,40.73171480000001
50017185,OASIS JIMMA JUICE BAR,"Juice, Smoothies, Fruit Salads","broadway 3163 , NY, US",-73.9592727,40.8149944
50001041,CROWN FRIED CHICKEN,Chicken,"unionport road 1459 , NY, US",-73.8557138,40.8354831
40376142,LUSARDI'S RESTAURANT,Italian,"second avenue 1494 , NY, US",-73.9554181,40.7723831
50007598,CAFE PARIS,Jewish/Kosher,"16th ave 4424 , NY, US",-73.983328,40.633545
41658672,XING HUI LINDA KITCHEN,Chinese,"east tremont avenue 4006 , NY, US",-73.8183231,40.82020430000001
41580502,FLORIDITA RESTAURANT UPTOWN 2 INC,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","10 avenue 3856 , NY, US",-73.9196625,40.86406849999999
41549226,16 HANDLES,"Ice Cream, Gelato, Yogurt, Ices","2 avenue 1569 , NY, US",-73.9541603,40.7750655
50014417,SHU HAN JU AUTHENTIC CHINESE CUISINE,Chinese,"6th ave 465 , NY, US",-73.99844639999999,40.7355981
41667090,COOL FRESH JUICE BAR,"Juice, Smoothies, Fruit Salads","broadway 2661 , NY, US",-73.9696649,40.79812889999999
41531118,ST JAMES THEATRE,American,"west   44 street 246 , NY, US",-73.9881401,40.7580098
50033152,BAR BOLINAS,Californian,"myrtle ave 455 , NY, US",-73.9673328,40.6934795
41411091,OR-YEHUDA,Jewish/Kosher,"86 avenue 13844 , NY, US",-73.81687749999999,40.7077696
50007132,THIRSTY BAR,Other,"jfk international airport NKA , NY, US",-74.0059413,40.7127837
41243875,ANIL'S ROTI SHOP,Caribbean,"liberty avenue 12501 , NY, US",-73.81930600000001,40.688403
40387754,TRATTORIA DELLA ARTE,Italian,"7 avenue 900 , NY, US",-73.9804753,40.765358
50043812,BKLYN HOUSE HOTEL,American,"beaver st 9 , NY, US",-74.01279600000001,40.7050294
41582149,DONNA BELL'S BAKE SHOP,Bakery,"west   49 street 301 , NY, US",-73.98681839999999,40.7619137
41215734,GYU-KAKU,Japanese,"3 avenue 805 , NY, US",-74.0059413,40.7127837
50038055,GREAT WALL SHI'S RESTAURANT,Chinese,"lenox ave 527-9 , NY, US",-73.9402273,40.81512439999999
50000492,SUBWAY,Sandwiches,"francis lewis blvd 2550 , NY, US",-73.7967417,40.7733259
50016106,GREAT DRAGON CHINESE RESTAURANT,Chinese,"linden blvd 22412 , NY, US",-73.736234,40.693651
50015168,TIKKA GRILL,Indian,"7th ave 54 , NY, US",-74.00041019999999,40.7384211
50015632,WESTWAY BAGEL,Bagels/Pretzels,"flushing ave 749 , NY, US",-73.9428154,40.7008003
41175262,"DUNKIN' DONUTS, BASKIN ROBBINS",Donuts,"francis lewis boulevard 3549 , NY, US",-73.7868688,40.76365029999999
41132242,DOMINO'S,Pizza,"nereid avenue 686 , NY, US",-73.85490589999999,40.8984499
41671730,TONY'S PIZZERIA,Pizza/Italian,"13 avenue 7623 , NY, US",-74.00838619999999,40.6191193
41650342,BUTTERFIELD EXPRESS,Bakery,"lexington avenue 1102 , NY, US",-73.9599696,40.773843
50041646,HIGHLINE CAFE,American,"10th ave 85 , NY, US",-74.0081402,40.7430227
41387166,B & E PUB,American,"main street 225 , NY, US",-73.9515072,40.760225
50035531,DUNKIN' DONUTS,Donuts,"jfk international airport 1 , NY, US",-73.77813909999999,40.6413111
41624865,RAMA'S ROTI SHOP,Caribbean,"church avenue 2831 , NY, US",-73.9503156,40.6510055
50033794,YOGURT COUTURE,"Ice Cream, Gelato, Yogurt, Ices","26th ave 21267A , NY, US",-73.77689140000001,40.7789643
50012798,LOJA'S PIZZA,Pizza/Italian,"e 167th st 190 , NY, US",-73.917051,40.8340855
41286180,HUNTER DELI,Delicatessen,"lexington avenue 966 , NY, US",-73.96319799999999,40.7694587
41594950,FAIRFIELD INN & SUITES,American,"3 avenue 181 , NY, US",-73.9858708,40.7350819
50015363,DAO PALATE,Asian,"flatbush ave 329 , NY, US",-73.9726998,40.6779519
41302341,BURGER KING,Hamburgers,"broadway 3451 , NY, US",-73.9527836,40.8237879
41707148,KENNEDY FRIED CHICKEN,Chicken,"crotona avenue 2273 , NY, US",-73.88495619999999,40.8517534
41104596,STADIUM PIZZA BAR RESTAURANT,American,"east  157 street 113115 , NY, US",-73.9135601,40.8211757
50042592,PROMDI,Filipino,"roosevelt ave 6916 , NY, US",-73.89558099999999,40.746163
50035292,THE LOCAL @ JFK,American,"jfk intl airport 58h NKA , NY, US",-74.0059413,40.7127837
41627976,GREEN GARDEN,Chinese,"154 street 2220 , NY, US",-73.8094297,40.7778508
41488055,GUACUCO,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","irving avenue 44 , NY, US",-73.9245998,40.7046099
41618312,COUNTRY BOYZ JERK YARD RESTAURANT,Caribbean,"east gunhill road 1182 , NY, US",-73.8528374,40.87283559999999
50036220,ROOF AT PARK SOUTH,American,"e 28th st 124 , NY, US",-73.983064099999993,40.7427916
50052989,WOK CHI,Chinese,"3rd ave 918 , NY, US",-73.968592,40.7593
40560931,ETHEL BARRYMORE THEATER,American,"west   47 street 243 , NY, US",-73.9861494,40.7601064
50002845,LUCY'S WHEY,American,"lexington ave 1417 , NY, US",-73.952288,40.783651
41619192,LA DULCE BAKERY,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","roosevelt avenue 6710 , NY, US",-73.8976928,40.7460338
50037780,MILLE-FEUILLE BAKERY,French,"broadway 2175 , NY, US",-73.9811603,40.782425
41646831,THE TREATS TRUCK STOP,American,"court street 521 , NY, US",-73.99925689999999,40.67494809999999
50046715,GENTILLY,Creole/Cajun,"carmine st 64 , NY, US",-74.0042714,40.7297523
41698781,88 CHINESE RESTAURANT,Chinese,"lenox avenue 473 , NY, US",-73.94160529999999,40.8132373
41561941,Seoul Chicken,Korean,"clinton street 71 , NY, US",-73.9851736,40.7192569
41213055,LANDSDOWNE ROAD,Irish,"10 avenue 599 , NY, US",-73.9950896,40.760719
41546344,AUNTIE ANNE'S PRETZELS,Hotdogs/Pretzels,"jfk international airport 0 , NY, US",-73.77813909999999,40.6413111
40560949,CORT THEATRE,American,"west   48 street 138 , NY, US",-73.9830688,40.7591165
50043049,MONTE GRAB & GO MARKET,American,"eastchester rd 1790 , NY, US",-73.844712,40.848809
40369482,ARMANDO'S PIZZA,Pizza,"pennsylvania avenue 1366 , NY, US",-73.88172709999999,40.6476879
50037688,NEW SUNNY RESTAURANT,Chinese,"utica ave 69 , NY, US",-73.9301435,40.6767158
41419984,JEWISH GUILD FOR THE BLIND Cafe,American,"west   65 street 15 , NY, US",-73.9803857,40.7725199
40861141,CASA PROMESA,American,"east  175 street 308 , NY, US",-73.90407979999999,40.8464484
41123512,SUBWAY,Sandwiches,"forest avenue 1351 , NY, US",-74.13553209999999,40.6262426
41611929,DOTORI (ON ROOSEVELT AVE),Korean,"northern boulevard 15408 , NY, US",-73.810721,40.764274
41166331,PAPA JOHN'S,Pizza,"fulton street 1111 , NY, US",-73.9571015,40.6816427
41477055,PAPASITO MEXICAN GRILL,Mexican,"dyckman street 223 , NY, US",-73.9273432,40.8659463
41554963,COLOMBIA RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","5 avenue 376 , NY, US",-73.9842093,40.7494366
41276645,ECUATORIANA RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","amsterdam avenue 16851687 , NY, US",-73.9562303,40.8134133
40709138,THALIA,American,"8 avenue 828 , NY, US",-73.9860031,40.7620089
41271730,AMC THEATRES,American,"2 avenue 570 , NY, US",-73.9767193,40.7428896
40366473,TIO PEPE,Seafood,"west    4 street 168 , NY, US",-74.0016583,40.7319679
50043665,MEXICO EN LA PIEL,Mexican,"5th ave 5904 , NY, US",-73.9630024,40.7780229
41089876,SARABETH'S,American,"central park south 40 , NY, US",-73.9756694,40.765125
50018903,NORTHERN TIGER,Chinese,"liberty st 225 , NY, US",-74.01526539999999,40.7119835
50042839,LATIN BITES,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","e 70th st 419 , NY, US",-73.95565909999999,40.7661718
50040506,CORSO COFFEE,Caf̩/Coffee/Tea,"w 27th st 537 , NY, US",-74.0040123,40.7511032
50012857,SUSHI MAMBO,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","w 202nd st 431 , NY, US",-73.9201944,40.8613096
41533306,99 CENT EXPRESS PIZZA,Pizza,"west   43 street 301 , NY, US",-73.9895836,40.7582251
41058103,SUBWAY,Delicatessen,"queens plaza south 2720 , NY, US",-73.9393888,40.74982540000001
50008090,ARTS AND CRAFTS BEER PARLOR,American,"w 8th st 26 , NY, US",-73.997807,40.7327311
50017920,OUTBACK STEAKHOUSE,American,"gateway dr 355 , NY, US",-73.871895,40.64973
50044165,CAFFE BENE,Caf̩/Coffee/Tea,"saint marks pl 24 , NY, US",-73.9888078,40.7288071
41385076,TEN TAN,Chinese,"dekalb avenue 3507 , NY, US",-73.8802278,40.88250379999999
50002662,POPEYES LOUISIANA KITCHEN,American,"57 avenue 96-23 , NY, US",-73.86447290000001,40.737049
50006230,SARKURA JAPAN,Japanese,"165th st 8902 , NY, US",-73.79645239999999,40.7071467
40368338,BRADY'S BAR,American,"2 avenue 1583 , NY, US",-73.9537911,40.7754841
41397768,CAFFE LA NOTTE,Caf̩/Coffee/Tea,"stillwell avenue 2023 , NY, US",-73.98500779999999,40.597343
50006046,LITTLE CAESARS,Pizza,"pennsylvania ave 1110 , NY, US",-73.8876714,40.6535248
50034996,WINE DISCIPLES ENOTECA,Italian,"w 29th st 133 , NY, US",-73.9914363,40.7472529
40785565,BILLYMARKS WEST,American,"9 avenue 332 , NY, US",-73.99825330000002,40.7502357
41264019,POCO,Spanish,"avenue b 33 , NY, US",-73.98292210000001,40.7224497
40699514,CITY LOBSTER & STEAK,Seafood,"avenue of the americas 1251 , NY, US",-73.98202909999999,40.7601077
40393772,INDO CHINE,Asian,"lafayette street 430 , NY, US",-73.9924719,40.7292591
40372971,RACQUET & TENNIS CLUB,American,"park avenue 370 , NY, US",-73.97328379999999,40.7588047
50036787,A WIN XIN KITCHEN,Chinese,"wilson ave 615 , NY, US",-73.9068345,40.6901718
41694278,BURGER KING,Hamburgers,"foster avenue 8002 , NY, US",-73.91848399999999,40.64053699999999
41044394,DUNKIN' DONUTS,Donuts,"avenue x 2928 , NY, US",-73.94005299999999,40.593596
50032722,LINCOLN FRIED CHICKEN,Chicken,"westchester ave 1487 , NY, US",-73.8807197,40.8286141
50044906,GREAT CHINA RESTAURANT,Chinese,"forest ave 2154 , NY, US",-74.16135020000002,40.6263854
41050494,DOMINO'S,Pizza,"onderdonk avenue 815 , NY, US",-73.90407130000001,40.7022528
50040391,RIVER DOCK CAFE,American,"richmond ter 1 , NY, US",-74.0751202,40.642211
40514507,ST. MARKS ALE HOUSE,American,"st marks place 2 , NY, US",-73.98979109999999,40.7293427
50000853,TASTY DELI,American,"broadway 4020 , NY, US",-73.9390248,40.841727
40574209,THROGS NECK CLIPPER,American,"east tremont avenue 3599 , NY, US",-73.82467059999999,40.829043
50000214,DOLLY'S ITALIAN ICES,"Ice Cream, Gelato, Yogurt, Ices","avenue t 5805 , NY, US",-73.9185785,40.6154835
41381177,CITY VIEW RACQUET CLUB,American,"32 place 4334 , NY, US",-73.93296910000001,40.7456317
40964282,BUTTERMILK BAR,American,"5 avenue 577 , NY, US",-73.9785686,40.7566214
41678140,LITTLE CAESARS,Pizza,"broadway 5625 , NY, US",-73.90446299999999,40.8799332
41366873,SMORGAS CHEF AT SCANDINAVIA HOUSE,Scandinavian,"park avenue 58 , NY, US",NA,NA
50008562,NRGIZE LIFE STYLE CAFE,"Juice, Smoothies, Fruit Salads","eastchester rd 1776 , NY, US",-73.8425364,40.84933849999999
41332399,555 VIVACAFE,American,"bergen avenue 555 , NY, US",-73.9166425,40.8159255
40811405,AU BON PAIN,American,"6 avenue 1251 , NY, US",-73.98202909999999,40.7601077
50053346,COFFEE TOSSY,Other,"greenpoint ave 4214 , NY, US",-73.9226163,40.7404853
40582335,THE VILLAGE LANTERN,American,"bleecker street 167 , NY, US",-74.0001051,40.7288639
41647941,FRATELLI PIZZERIA,Pizza/Italian,"seguine avenue 27 , NY, US",-74.2006203,40.5257038
41388390,CHINA GARDEN RESTARANT,Chinese,"forest avenue 6692 , NY, US",-73.9022403,40.7049841
50045126,YUMMY GOLDEN VILLAGE,Tex-Mex,"glenwood rd 5912 , NY, US",-73.9192676,40.6339511
41705491,SABOR TORIBIO RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","wilson avenue 446 , NY, US",-73.91278319999999,40.6932234
41012277,CHEZ MACOULE RESTAURANT,Creole,"rogers avenue 1115 , NY, US",-73.95140119999999,40.6426514
50034266,WITLOF,French,"bedford avenue 292 , NY, US",-73.9615859,40.7143927
50007470,LE BAOBAB-GOUYGUI RESTAURANT,African,"w 116th st 120 , NY, US",-73.9510933,40.802343
41692902,STRIP HOUSE,Steak,"west   44 street 15 , NY, US",-73.9806807,40.7553242
40840590,POPEYES LOUISIANA KITCHEN,Chicken,"fulton street 1422 , NY, US",-73.9438496,40.6798462
50043413,BENEMON,Japanese,"e 4th st 108 , NY, US",-73.9883662,40.7255168
41560794,JIMBO'S HAMBURGER,American,"east tremont avenue 515 , NY, US",-73.89646309999999,40.8469139
40855120,FRED'S AT BARNEY'S,Italian,"madison avenue 660 , NY, US",-73.9711284,40.7647181
50000207,QUALITY ITALIAN STEAKHOUSE,Italian,"west 57 street 57 , NY, US",-73.9767201,40.7645536
41619215,"AU BON PAIN, ANDALE MEXICAN GRILL",American,"university avenue 2155 , NY, US",-73.9105102,40.8567706
50045139,NEW DRAGON CHINESE FOOD,Chinese,"162nd st 4512 , NY, US",-73.8047481,40.7560352
50052988,NYBG-HUDSON GARDEN GRILL-DAVID EDWARDS,American,"southern blvd 2900 , NY, US",-73.8802383,40.862452
50016261,O'NEILL'S RESTAURANT & BAR,Irish,"forest ave 1614 , NY, US",-74.14239359999999,40.6244912
41440569,GOLDEN CHINA,Chinese,"sutter avenue 1013 , NY, US",-73.881446,40.671596
40378035,"DUNKIN' DONUTS, BASKIN ROBBINS",Donuts,"horace harding expressway 15367 , NY, US",-73.81536580000001,40.73949150000001
41333314,IL CAFFE LATTE,Caf̩/Coffee/Tea,"lenox avenue 189 , NY, US",-73.9481386,40.804301
50038965,BESPOKE KITCHEN,American,"hudson st 615 1/2 , NY, US",-74.00591039999999,40.7378928
41299324,LITTLE PURITY,American,"7 avenue 390 , NY, US",-73.991675,40.749728
41712236,D & R HEALTH & NUTRITION/ HERBALIFE,Caf̩/Coffee/Tea,"roosevelt avenue 5514 , NY, US",-73.908973,40.744836
40709458,PAN FINO,Bakery,"northern boulevard 8501 , NY, US",-73.8824881,40.7561577
40395774,CARUSO PIZZERIA & RESTAURANT,Pizza/Italian,"smith street 150 , NY, US",-73.9908184,40.686652
50038289,BEACH CAFE,Eastern European,"brighton 6th st 3152 , NY, US",-73.96150779999999,40.57543769999999
50045208,LITTLE BASIL THAI,Thai,"e 26th st 153 , NY, US",-73.9822049,40.7411623
40383931,FLASH DANCERS,American,"broadway 1674 , NY, US",-73.982872,40.76280939999999
41135587,EVERYTHING GOES BOOK CAFE,American,"bay street 208 , NY, US",-74.0767431,40.6369379
50019110,EL MANANTIAL,Spanish,"corona ave 9018 , NY, US",-73.87469109999999,40.7415676
41640801,VILLAGE GRILL,Mediterranean,"yellowstone boulevard 7301 , NY, US",-73.85670739999999,40.7174831
50008894,IVAN RAMEN,Japanese,"clinton st 25 , NY, US",-73.9845393,40.720552
41199482,THE CHERRY TREE BAR/ SOUTH BROOKLYN PIZZA,American,"4 avenue 65 , NY, US",-73.9902235,40.7309396
41645910,SUBWAY,American,"westchester avenue 1957 , NY, US",-73.85899909999999,40.8336914
50014372,ORIENTAL PALACE,Chinese,"mermaid ave 3018 , NY, US",-73.99692399999999,40.574991
41539016,SUBWAY,Sandwiches,"gateway center blvd 610 , NY, US",-74.1668322,40.7347605
50001965,VENTURO OSTERIA &WINE BAR,Italian,"queens blvd 44-07 , NY, US",-73.92008899999999,40.743711
41511300,BABYLON,Turkish,"east   34 street 208 , NY, US",-73.9777524,40.7452798
50037311,POLANCO'S RESTAURANT,"Latin (Cuban, Dominican, Puerto Rican, South & Central American)","108th st 3313 , NY, US",-73.860405599999993,40.7538063
41070120,LOCUST POINT YACHT CLUB,American,"longstreet avenue 21 , NY, US",-73.80322319999999,40.8128607
41240424,HILL COUNTRY,Barbecue,"west   26 street 30 , NY, US",-73.9904452,40.74421350000001
41362561,ILLY/VELOCITY BAR (EC2),American,"jfk international airport 0 , NY, US",-73.77813909999999,40.6413111
50033755,SCARLET NIGHT,American,"rockaway blvd 11604 , NY, US",-73.821799,40.676269
41618299,SUBWAY,American,"victory boulevard 1204 , NY, US",-74.1038244,40.6160044
41638918,ANGELO'S PIZZERIA,Pizza,"west   57 street 117 , NY, US",-73.9779504,40.7649161
41163086,MED EAST BAKERY,Bakery,"3 avenue 7808 , NY, US",-73.9906154,40.7286292
41289305,BAGELS 'N MORE,Bagels/Pretzels,"14 avenue 4305 , NY, US",-73.98637529999999,40.6367452
40732416,VARENICHNAYA - PELMINI VARENICHKY,Russian,"brighton 2 street 3086 , NY, US",-73.9652842,40.5764471
50040389,RIKO PERUVIAN CUISINE,Peruvian,"greenpoint ave 4523 , NY, US",-73.91906329999999,40.7423459
50043939,ONE & TWO FOODS,Chinese,"broadway 1336 , NY, US",-73.987794,40.7508091
40685858,DEL FRISCO'S STEAKHOUSE,Steak,"avenue of the americas 1221 , NY, US",-73.98222,40.7594099
50044925,AKI SUSHI AND GRILL,Chinese/Japanese,"2nd ave 720 , NY, US",-73.97352939999999,40.74755070000001
41647741,THE STANDARD EAST VILLAGE,American,"cooper square 25 , NY, US",-73.9907857,40.7279316
41264511,DUNKIN' DONUTS,American,"newkirk plaza 10 , NY, US",-73.96250309999999,40.6351986
50044034,PAPA JOHN'S,Pizza,"jerome ave 1979 , NY, US",-73.9089912,40.8524298
50035100,MALLY'S  ANTOJITOS MEXICANOS,Mexican,"seneca ave 602 , NY, US",-73.9098982,40.703983
50019235,JIN CHENG RESTAURANT,Chinese,"roosevelt ave 14238 , NY, US",-73.8251878,40.7605939
50045324,CARIDAD CHINA RESTAURANT,Spanish,"graham ave 108 , NY, US",-73.94258359999999,40.7049499
40569838,GLEN ROY BAR AND GRILL,American,"east  149 street 145 , NY, US",-73.9278758,40.8189938
41269725,STARBUCKS,Caf̩/Coffee/Tea,"jericho turnpike 25105 , NY, US",-73.7137915,40.7268609
41319107,BRASSERIE DU DRAGON,American,"39 avenue 13520 , NY, US",-73.8314682,40.7596535
50032762,MIS ANGELITOS BAKERY,Mexican,"5th ave 4003 , NY, US",-73.96361379999999,40.7771891
50041111,JOE BROADWAY'S SPORT CLUB,American,"hylan blvd 4029 , NY, US",-74.14688079999999,40.5416746
50039289,ROLLY KIMBAB,Korean,"springfield blvd 6123 , NY, US",-73.7561168,40.7484844
41394714,NEW FOOD KING,Chinese,"rockaway parkway 1460 , NY, US",-73.90189629999999,40.6444918
50043334,THE LITTLE BEET,Soups & Sandwiches,"penn plz 2 , NY, US",-73.99216760000002,40.7499719
41613545,NEW GOLDEN HOUSE,"Bottled beverages, including water, sodas, juices, etc.","flushing avenue 793 , NY, US",-73.94101959999999,40.7011337
41471288,THAT SUSHI SPOT,Japanese,"nostrand avenue 2462 , NY, US",-73.9466852,40.6247147
41668701,THE PENROSE,American,"2 avenue 1590 , NY, US",-73.9531198,40.7754272
50014180,WHITE STREET,American,"w broadway 221 , NY, US",-74.00602529999999,40.7191046
40850417,THE IRISH PUB,Irish,"7 avenue 837 , NY, US",-73.9810937,40.7631017
41655454,NEW ISLAND GARDEN,Chinese,"bay street 1364 , NY, US",-74.063603,40.61019100000001
